GENESIS-Tabelle: 31231-01-02-5-B
Wohngebäude- und Wohnungsbestand - Stichtag 31.12. -;;;;;;;;;;;;;;
regionale Ebenen (bis 2010);;;;;;;;;;;;;;
Fortschreib. d. Wohngebäude- u. Wohnungsbestandes;;;;;;;;;;;;;;
31.12.2010;;;;;;;;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohnfläche in Wohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Räume in Wohnungen mit 7 oder mehr Räumen
;;Gebäude nach Anzahl der Wohnungen;Gebäude nach Anzahl der Wohnungen;Gebäude nach Anzahl der Wohnungen;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;
;;Insgesamt;1 Wohnung;2 Wohnungen;;Insgesamt;Wohnungen mit 1 Raum;Wohnungen mit 2 Räumen;Wohnungen mit 3 Räumen;Wohnungen mit 4 Räumen;Wohnungen mit 5 Räumen;Wohnungen mit 6 Räumen;Wohnungen mit 7 Räumen oder mehr;
;;Anzahl;Anzahl;Anzahl;1000 qm;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
08235007;Althengstett;2095;1320;548;335,2;3446;57;129;404;773;893;664;526;4034
08235008;Bad Liebenzell, Stadt;2062;1160;546;379,4;4355;163;344;1020;982;830;487;529;4145
08235018;Dobel;507;284;134;106,1;1271;57;113;389;268;200;92;152;1212
08235020;Ebhausen;1281;828;345;198,1;2007;25;95;283;418;477;356;353;2755
08235022;Egenhausen;524;327;154;82,5;805;8;25;94;163;182;142;191;1511
08235025;Enzklösterle;341;171;104;62,2;698;24;53;128;141;152;73;127;1045
08235029;Gechingen;1017;647;257;168,2;1634;29;54;212;317;359;339;324;2481
08235032;Haiterbach, Stadt;1452;845;431;230,3;2420;3;119;384;584;528;370;432;3386
08235033;Bad Herrenalb, Stadt;1662;872;397;355,8;4117;327;290;931;1053;744;363;409;3281
08235035;Höfen an der Enz;382;158;138;75,9;827;7;31;141;265;161;112;110;871
08235046;Nagold, Stadt;4730;2701;1265;900,8;10354;560;675;1704;2612;2038;1325;1440;11187
08235047;Neubulach, Stadt;1497;974;401;243,0;2416;42;129;289;502;555;396;503;3944
08235050;Neuweiler;970;644;248;147,7;1479;36;72;152;370;339;230;280;2242
08235055;Oberreichenbach;851;541;246;126,4;1271;23;50;162;261;303;224;248;1937
08235057;Ostelsheim;678;407;206;107,6;1125;28;69;181;202;228;215;202;1533
08235060;Rohrdorf;481;265;148;84,6;913;19;73;157;199;189;126;150;1159
08235065;Schömberg;1739;975;452;324,9;3570;103;200;736;895;791;440;405;3201
08235066;Simmersfeld;576;386;149;91,5;842;10;17;91;155;219;148;202;1608
08235067;Simmozheim;749;493;191;124,7;1248;15;47;187;298;272;234;195;1530
08235073;Unterreichenbach;669;382;204;115,8;1240;15;76;260;302;242;164;181;1401
08235079;Bad Wildbad, Stadt;2297;1001;687;445,5;5532;201;420;1153;1601;1037;513;607;4822
08235080;Wildberg, Stadt;2801;1761;784;460,6;4556;64;230;523;1013;1121;783;822;6348
08235084;Bad Teinach-Zavelstein, Stadt;851;504;233;147,2;1592;60;125;242;356;334;221;254;1983
08235085;Calw, Stadt;4885;2725;1252;939,2;10700;424;572;1771;2916;2270;1360;1387;10794
08236004;Birkenfeld;2799;1729;740;469,5;4957;69;194;759;1417;1108;726;684;5310
08236011;Eisingen;943;512;328;205,9;2107;28;78;330;636;512;284;239;1864
08236013;Engelsbrand;1348;958;303;208,3;1919;5;70;231;377;445;370;421;3277
08236019;Friolzheim;941;648;179;159,7;1604;20;73;197;392;388;318;216;1650
08236025;Heimsheim, Stadt;1194;762;286;210,2;2302;146;121;417;496;459;337;326;2483
08236028;Illingen;2058;1406;482;319,9;3307;35;139;388;798;848;540;559;4247
08236030;Ispringen;1478;693;485;270,0;3043;27;171;595;926;695;335;294;2258
08236031;Kieselbronn;836;534;229;133,6;1343;11;52;191;340;340;231;178;1327
08236033;Knittlingen, Stadt;2166;1450;532;335,8;3412;28;116;524;798;795;616;535;4125
08236038;Maulbronn, Stadt;1742;1145;433;272,3;2838;47;144;349;705;703;442;448;3452
08236039;Mönsheim;798;531;207;126,8;1254;70;63;145;236;280;209;251;1931
08236040;Mühlacker, Stadt;6295;3904;1604;1066,0;11892;252;572;1966;3316;2592;1661;1533;11643
08236043;Neuenbürg, Stadt;1928;1051;572;356,4;3698;44;125;577;1101;804;510;537;4171
08236044;Neuhausen;1695;1205;405;238,3;2383;71;123;269;513;615;432;360;2776
08236046;Niefern-Öschelbronn;2745;1637;694;486,8;5408;88;254;993;1650;1109;716;598;4625
08236050;Ötisheim;1435;989;346;215,0;2183;22;65;289;522;543;358;384;2918
08236061;Sternenfels;901;706;159;125,5;1211;9;50;154;243;283;251;221;1691
08236062;Tiefenbronn;1559;1051;423;238,4;2286;41;115;268;472;575;407;408;3145
08236065;Wiernsheim;1885;1323;438;287,9;2900;91;112;411;598;688;513;487;3708
08236067;Wimsheim;746;450;226;121,7;1209;18;72;174;282;289;180;194;1499
08236068;Wurmberg;807;577;184;122,5;1131;12;27;135;225;251;212;269;2123
08236070;Keltern;2652;1691;765;413,1;4226;45;168;700;1084;969;629;631;4883
08236071;Remchingen;3126;1945;888;515,2;5182;36;208;799;1310;1259;778;792;6095
08236072;Straubenhardt;3099;2012;839;498,1;4861;60;193;670;1115;1197;805;821;6378
08236073;Neulingen;1817;1292;423;283,3;2806;28;81;357;719;618;542;461;3522
08236074;Kämpfelbach;1758;983;607;282,0;2943;30;109;504;754;674;436;436;3322
08236075;Ölbronn-Dürrn;1023;680;277;153,8;1519;11;42;184;366;394;263;259;1980
08236076;Königsbach-Stein;2809;1760;771;452,9;4554;32;153;678;1177;1056;737;721;5494
08237002;Alpirsbach, Stadt;1870;1085;563;313,6;3278;63;179;490;746;708;453;639;5093
08237004;Baiersbronn;3586;1626;1236;678,4;8016;369;753;1544;1920;1341;824;1265;10236
08237008;Betzweiler-Wälde;-;-;-;-;-;-;-;-;-;-;-;-;-
08237019;Dornstetten, Stadt;1645;868;458;319,8;3367;31;164;518;860;789;447;558;4354
08237024;Empfingen;1143;789;256;181,2;1710;15;76;170;417;408;301;323;2570
08237027;Eutingen im Gäu;1661;1174;375;252,8;2364;21;75;264;453;660;449;442;3413
08237028;Freudenstadt, Stadt;4725;2390;1202;976,3;11935;589;936;2392;3173;2277;1214;1354;10662
08237030;Glatten;662;368;212;108,4;1117;7;37;158;264;257;182;212;1680
08237032;Grömbach;192;123;56;29,4;286;1;14;31;55;67;58;60;473
08237040;Horb am Neckar, Stadt;6965;4603;1680;1116,1;11471;159;573;1660;2697;2562;1809;2011;15631
08237045;Loßburg;2110;1223;644;355,0;3680;42;160;511;860;808;560;739;5896
08237054;Pfalzgrafenweiler;1699;1079;437;291,1;2910;36;100;409;663;640;434;628;4943
08237061;Schopfloch;671;416;199;107,3;1085;8;51;144;207;257;198;220;1732
08237072;Wörnersberg;62;49;10;8,7;89;0;5;7;14;24;15;24;183
08237073;Seewald;660;469;143;100,2;1035;55;57;131;229;222;140;201;1623
08237074;Waldachtal;1655;1111;409;256,2;2578;43;108;329;456;644;426;572;4520
08237075;Bad Rippoldsau-Schapbach;574;268;224;110,3;1070;14;59;154;209;251;145;238;1922
08311000;Freiburg im Breisgau, Stadtkreis;25404;9995;4885;7902,3;104331;7020;10967;24532;30586;16707;8315;6204;48184
08315003;Au;307;137;120;61,3;593;41;46;75;107;120;84;120;970
08315004;Auggen;682;451;171;113,5;1124;24;60;144;280;223;222;171;1332
08315006;Bad Krozingen, Stadt;3150;1859;655;690,5;7601;241;553;1571;2072;1404;914;846;6631
08315007;Badenweiler;988;577;229;191,8;2200;61;190;603;500;357;198;291;2401
08315008;Ballrechten-Dottingen;553;310;171;100,6;969;25;62;117;226;240;136;163;1278
08315013;Bötzingen;1024;567;270;194,7;2060;38;90;294;656;436;304;242;1846
08315014;Bollschweil;567;322;165;103,2;989;21;53;112;241;194;179;189;1464
08315015;Breisach am Rhein, Stadt;2811;1812;590;511,3;5383;69;256;804;1538;1265;745;706;5474
08315016;Breitnau;341;150;122;61,4;798;14;56;151;184;163;89;141;1149
08315020;Buchenbach;629;303;206;120,0;1275;32;72;199;291;277;194;210;1642
08315022;Buggingen;1053;732;232;169,8;1637;14;57;154;391;393;321;307;2398
08315028;Ebringen;642;286;258;113,1;1197;38;93;184;307;265;143;167;1272
08315030;Eichstetten am Kaiserstuhl;718;434;193;120,5;1214;14;69;149;314;291;160;217;1630
08315031;Eisenbach (Hochschwarzwald);558;297;175;96,7;1155;24;74;201;295;222;156;183;1412
08315033;Eschbach;548;351;141;93,5;960;51;61;127;221;188;176;136;1081
08315037;Feldberg (Schwarzwald);641;386;155;109,0;1298;56;122;263;317;228;128;184;1576
08315039;Friedenweiler;509;265;174;90,1;951;15;55;153;188;214;142;184;1435
08315041;Glottertal;629;248;213;123,6;1324;19;102;211;369;297;141;185;1458
08315043;Gottenheim;616;350;190;101,3;1049;16;68;125;275;223;166;176;1350
08315047;Gundelfingen;2067;1063;442;495,4;5831;371;440;1255;1539;1018;644;564;4278
08315048;Hartheim am Rhein;1010;599;279;182,3;1794;23;107;244;442;412;244;322;2512
08315050;Heitersheim, Stadt;1268;804;299;238,2;2380;29;92;315;657;512;403;372;2887
08315051;Heuweiler;241;119;89;44,0;420;8;20;49;100;100;70;73;572
08315052;Hinterzarten;530;288;126;112,8;1317;83;121;258;273;232;120;230;1952
08315056;Horben;255;134;79;47,4;473;18;36;63;92;102;84;78;607
08315059;Ihringen;1431;845;438;231,6;2436;43;119;409;610;531;363;361;2802
08315064;Kirchzarten;2058;1227;382;422,2;4350;119;225;783;1056;822;691;654;5093
08315068;Lenzkirch;1141;553;307;240,4;2926;117;313;668;762;474;256;336;2702
08315070;Löffingen, Stadt;1831;1108;496;328,7;3434;109;138;506;862;733;483;603;4801
08315072;Merdingen;655;418;179;107,7;1018;12;38;115;231;264;186;172;1314
08315073;Merzhausen;983;486;239;227,2;2443;129;217;442;580;434;297;344;2707
08315074;Müllheim, Stadt;3851;2312;853;789,0;8564;176;431;1628;2506;1671;1036;1116;8705
08315076;Neuenburg am Rhein, Stadt;2571;1737;552;458,6;4595;55;217;549;1233;1062;819;660;5081
08315084;Oberried;539;278;132;106,9;1272;28;118;231;286;254;170;185;1464
08315089;Pfaffenweiler;641;328;203;110,8;1172;38;78;171;280;264;171;170;1298
08315094;St. Märgen;373;192;106;68,2;814;23;58;116;193;159;105;160;1301
08315095;St. Peter;496;230;170;91,2;998;31;66;189;239;179;112;182;1449
08315098;Schallstadt;1402;848;351;247,8;2516;82;139;328;585;530;455;397;3061
08315102;Schluchsee;680;372;165;140,2;1862;193;280;422;373;227;164;203;1672
08315107;Sölden;302;161;100;53,6;530;11;44;90;93;106;69;117;918
08315108;Staufen im Breisgau, Stadt;1536;945;322;325,4;3383;81;128;527;962;766;427;492;3872
08315109;Stegen;856;463;206;176,4;1812;69;128;278;409;371;240;317;2463
08315111;Sulzburg, Stadt;745;460;191;131,2;1245;15;60;176;298;253;205;238;1900
08315113;Titisee-Neustadt, Stadt;2149;981;620;470,2;5671;112;405;1245;1650;1053;587;619;4898
08315115;Umkirch;782;383;215;216,7;2496;151;169;435;816;429;256;240;1836
08315125;Wittnau;348;188;117;66,8;620;25;41;79;109;114;103;149;1180
08315130;Münstertal/Schwarzwald;1100;522;370;209,7;2175;30;112;358;577;443;270;385;3060
08315131;Ehrenkirchen;1629;928;449;292,4;2935;57;128;415;744;697;487;407;3165
08315132;March;1801;883;514;367,0;3918;92;270;591;1095;857;527;486;3785
08315133;Vogtsburg im Kaiserstuhl, Stadt;1589;1039;439;247,3;2369;16;122;299;484;522;400;526;4167
08316002;Bahlingen am Kaiserstuhl;939;482;350;161,4;1669;32;100;241;395;374;252;275;2137
08316003;Biederbach;406;259;97;67,4;687;7;45;90;131;153;106;155;1207
08316009;Denzlingen;2245;1137;525;573,9;6593;328;384;1262;2033;1306;711;569;4346
08316010;Elzach, Stadt;1664;836;570;305,3;3053;29;133;355;719;775;486;556;4384
08316011;Emmendingen, Stadt;4806;2252;1290;1079,8;12038;341;605;2054;3932;2450;1367;1289;9946
08316012;Endingen am Kaiserstuhl, Stadt;2246;1360;596;399,2;4027;49;198;618;907;838;651;766;5943
08316013;Forchheim;399;270;105;59,5;572;2;20;65;132;162;86;105;807
08316014;Gutach im Breisgau;796;386;203;171,4;1780;9;66;216;522;471;245;251;1943
08316017;Herbolzheim, Stadt;2459;1498;654;430,1;4397;59;206;713;1117;963;607;732;5725
08316020;Kenzingen, Stadt;2197;1472;466;379,0;3791;37;129;543;1000;854;545;683;5276
08316024;Malterdingen;771;428;250;130,7;1274;13;57;174;291;309;205;225;1723
08316036;Reute;743;372;259;136,6;1315;37;62;167;248;365;242;194;1475
08316037;Riegel am Kaiserstuhl;750;434;167;149,4;1576;9;89;193;523;385;207;170;1331
08316038;Sasbach am Kaiserstuhl;984;646;254;156,2;1489;13;78;184;347;370;232;265;2060
08316039;Sexau;810;398;285;147,3;1470;21;65;190;362;371;227;234;1790
08316042;Simonswald;739;347;290;130,6;1384;7;64;233;339;288;206;247;1947
08316043;Teningen;2902;1675;785;519,7;5370;68;245;784;1500;1229;789;755;5810
08316045;Vörstetten;719;417;191;132,6;1352;59;69;215;285;313;215;196;1498
08316049;Weisweil;595;393;152;96,6;908;10;34;100;188;196;194;186;1462
08316051;Wyhl am Kaiserstuhl;959;606;249;158,0;1521;8;59;197;344;384;268;261;2006
08316053;Rheinhausen;1008;661;289;156,9;1463;7;54;151;324;361;258;308;2392
08316054;Freiamt;996;542;356;176,5;1660;15;68;224;336;361;265;391;3124
08316055;Winden im Elztal;679;335;227;120,9;1243;14;41;123;317;355;195;198;1526
08316056;Waldkirch, Stadt;3617;1534;1043;871,2;9918;170;623;1858;3154;2039;1023;1051;8218
08317001;Achern, Stadt;6069;3582;1622;1141,9;11712;162;473;1970;3075;2500;1675;1857;14679
08317005;Appenweier;2402;1404;750;424,6;4025;44;142;453;957;1012;668;749;5839
08317008;Bad Peterstal-Griesbach;671;347;224;126,5;1229;14;60;158;301;306;147;243;2025
08317009;Berghaupten;580;288;224;103,4;1009;18;43;96;240;233;165;214;1667
08317011;Biberach;824;416;303;146,8;1504;7;54;183;414;354;239;253;1974
08317021;Durbach;991;542;342;180,1;1672;20;58;237;342;363;267;385;3033
08317026;Ettenheim, Stadt;3141;2007;801;553,1;5380;54;208;655;1324;1318;876;945;7363
08317029;Fischerbach;403;226;135;70,5;687;1;22;91;134;187;108;144;1124
08317031;Friesenheim;3175;1672;1124;567,3;5639;43;213;754;1420;1410;887;912;7110
08317034;Gengenbach, Stadt;2197;1023;682;452,8;4907;72;260;833;1306;1039;628;769;5997
08317039;Gutach (Schwarzwaldbahn);588;316;208;97,0;1042;2;35;155;217;244;150;239;1873
08317040;Haslach im Kinzigtal, Stadt;1497;685;503;299,2;3337;77;131;605;1009;668;434;413;3180
08317041;Hausach, Stadt;1225;573;424;242,8;2653;39;105;408;743;613;346;399;3158
08317046;Hofstetten;341;143;149;62,3;694;14;46;71;115;175;129;144;1139
08317047;Hohberg;2002;1019;774;347,0;3313;21;102;338;782;796;576;698;5351
08317051;Hornberg, Stadt;986;448;331;185,4;2233;25;74;375;691;533;258;277;2148
08317056;Kappelrodeck;1551;887;501;263,8;2586;20;102;401;550;582;386;545;4271
08317057;Kehl, Stadt;7763;4753;1754;1555,4;16625;504;912;2744;4801;3361;2079;2224;17341
08317059;Kippenheim;1337;795;410;225,8;2287;43;88;386;503;553;388;326;2540
08317065;Lahr/Schwarzwald, Stadt;7989;3894;2204;1836,2;20740;541;998;3863;6607;4659;2099;1973;15268
08317067;Lautenbach;461;251;167;80,1;767;11;31;71;152;187;120;195;1527
08317068;Lauf;1074;593;405;182,0;1715;16;63;247;369;373;273;374;2916
08317073;Mahlberg, Stadt;1086;626;328;192,8;1908;13;70;272;513;430;307;303;2368
08317075;Meißenheim;1031;633;338;156,6;1537;9;63;194;422;320;256;273;2122
08317078;Mühlenbach;374;206;120;64,2;631;8;29;67;148;137;96;146;1177
08317085;Nordrach;500;282;166;86,0;838;12;38;108;171;169;139;201;1604
08317088;Oberharmersbach;570;272;208;103,9;1124;25;59;177;255;231;155;222;1761
08317089;Oberkirch, Stadt;4530;2584;1289;877,7;8816;99;402;1311;2187;1883;1255;1679;13222
08317093;Oberwolfach;651;321;264;113,6;1163;7;40;133;264;268;229;222;1804
08317096;Offenburg, Stadt;11392;6035;2569;2512,7;28182;581;1445;4864;9170;5949;3144;3029;23505
08317097;Ohlsbach;808;447;274;138,7;1354;16;69;167;309;293;227;273;2141
08317098;Oppenau, Stadt;1103;583;377;196,4;2086;21;92;347;490;473;266;397;3166
08317100;Ortenberg;806;399;279;150,5;1480;28;62;175;368;371;203;273;2102
08317102;Ottenhöfen im Schwarzwald;795;409;311;135,4;1349;4;61;180;334;313;189;268;2127
08317110;Renchen, Stadt;2006;1279;545;330,4;3214;19;101;406;755;798;574;561;4365
08317113;Ringsheim;636;396;197;104,1;964;1;34;104;232;216;189;188;1463
08317114;Rust;872;459;318;158,6;1636;143;94;236;322;308;250;283;2189
08317116;Sasbach;1330;792;371;239,0;2271;34;74;289;528;541;350;455;3582
08317118;Sasbachwalden;614;340;167;131,0;1593;115;285;397;229;236;145;186;1502
08317121;Schuttertal;765;377;320;131,0;1303;15;45;173;309;283;189;289;2270
08317122;Schutterwald;1875;1164;557;317,3;2894;25;98;268;600;703;557;643;4987
08317126;Seebach;391;232;129;64,5;609;7;18;85;125;139;94;141;1148
08317127;Seelbach;1318;697;469;230,0;2325;29;87;351;564;558;341;395;3078
08317129;Steinach;1000;556;358;172,9;1620;14;51;136;330;415;288;386;3054
08317141;Willstätt;2386;1614;537;407,4;3880;36;140;495;950;938;626;695;5415
08317145;Wolfach, Stadt;1435;687;508;265,0;2910;67;144;456;837;623;349;434;3423
08317146;Zell am Harmersbach, Stadt;1752;923;531;338,8;3539;80;184;548;862;790;495;580;4592
08317150;Schwanau;1923;1285;508;292,6;2834;15;75;346;773;641;470;514;3992
08317151;Neuried;2396;1561;666;386,4;3554;17;85;406;820;860;649;717;5587
08317152;Kappel-Grafenhausen;1283;771;387;211,0;2034;9;77;250;545;463;351;339;2657
08317153;Rheinau, Stadt;3219;2308;752;486,3;4504;36;100;489;1041;1093;848;897;7047
08317971;Rheinau, gemeindefreies Gebiet;-;-;-;-;-;-;-;-;-;-;-;-;-
08325001;Aichhalden;1255;821;334;195,2;1890;18;44;191;425;488;330;394;3069
08325009;Bösingen;984;693;245;150,8;1387;15;37;146;261;328;273;327;2533
08325011;Dietingen;1298;1000;254;180,7;1691;12;39;156;308;444;350;382;2936
08325012;Dornhan, Stadt;1927;1328;491;285,3;2817;17;71;336;589;677;560;567;4386
08325014;Dunningen;1709;1119;493;274,8;2607;40;83;247;518;627;491;601;4696
08325015;Epfendorf;1035;701;256;160,7;1542;30;65;159;322;376;294;296;2334
08325024;Hardt;699;424;230;116,2;1076;3;24;88;218;293;214;236;1844
08325036;Lauterbach;820;368;313;143,0;1517;14;28;213;397;419;207;239;1883
08325045;Oberndorf am Neckar, Stadt;3844;2482;911;649,4;6966;88;230;832;1898;1751;1077;1090;8365
08325049;Rottweil, Stadt;5690;3460;1257;1079,7;11739;222;528;1824;3358;2628;1507;1672;13040
08325050;Schenkenzell;573;351;178;90,6;899;6;22;113;204;181;180;193;1515
08325051;Schiltach, Stadt;1058;541;371;179,0;1992;15;70;332;554;454;285;282;2184
08325053;Schramberg, Stadt;5370;2779;1543;961,3;11025;132;442;1480;3544;2604;1349;1474;11385
08325057;Sulz am Neckar, Stadt;3642;2561;808;545,9;5554;68;234;682;1236;1384;934;1016;7943
08325058;Tennenbronn;-;-;-;-;-;-;-;-;-;-;-;-;-
08325060;Villingendorf;902;523;290;151,5;1469;21;58;211;318;299;266;296;2277
08325061;Vöhringen;1313;959;283;187,2;1858;16;61;183;439;467;383;309;2398
08325064;Wellendingen;970;751;169;143,8;1317;10;46;142;232;314;269;304;2346
08325069;Zimmern ob Rottweil;1641;1125;379;269,7;2639;25;99;443;534;614;429;495;3839
08325070;Fluorn-Winzeln;981;700;246;144,2;1381;6;22;163;296;373;245;276;2169
08325071;Eschbronn;691;501;153;101,8;958;13;23;96;188;236;215;187;1421
08325072;Deißlingen;1804;1232;466;273,1;2679;19;103;332;504;698;533;490;3775
08326003;Bad Dürrheim, Stadt;2864;1679;672;607,2;6812;361;387;1296;1809;1337;800;822;6434
08326005;Blumberg, Stadt;2610;1681;630;425,0;4680;67;164;791;1240;1088;687;643;5018
08326006;Bräunlingen, Stadt;1554;960;434;260,8;2581;23;100;309;599;603;416;531;4176
08326010;Dauchingen;907;560;216;176,5;1745;24;84;216;434;416;248;323;2477
08326012;Donaueschingen, Stadt;4769;2692;1238;944,7;10067;201;529;1600;2759;2206;1269;1503;11651
08326017;Furtwangen im Schwarzwald, Stadt;1941;833;700;389,8;4896;456;285;775;1288;959;530;603;4734
08326020;Gütenbach;302;124;131;55,9;658;12;26;76;217;138;91;98;779
08326027;Hüfingen, Stadt;1763;1112;424;320,9;3361;53;213;475;756;685;550;629;4904
08326031;Königsfeld im Schwarzwald;1512;898;408;264,7;2760;51;166;420;640;589;441;453;3553
08326037;Mönchweiler;803;445;240;144,5;1525;26;87;211;409;352;227;213;1629
08326041;Niedereschach;1614;950;514;283,4;2633;32;131;318;534;619;453;546;4220
08326052;St. Georgen im Schwarzwald, Stadt;2912;1407;914;576,0;6624;80;330;1124;2012;1398;751;929;7228
08326054;Schönwald im Schwarzwald;657;362;156;134,3;1872;288;278;406;377;258;119;146;1179
08326055;Schonach im Schwarzwald;992;312;374;222,6;2829;79;396;582;797;475;270;230;1855
08326060;Triberg im Schwarzwald, Stadt;1088;452;335;217,6;2732;72;162;466;861;596;259;316;2528
08326061;Tuningen;856;626;176;127,7;1269;10;51;130;307;288;237;246;1928
08326065;Unterkirnach;553;244;190;119,0;1391;85;172;287;262;236;176;173;1367
08326068;Vöhrenbach, Stadt;961;452;369;163,7;1816;29;87;279;477;369;230;345;2663
08326074;Villingen-Schwenningen, Stadt;15335;7868;3913;3291,7;39004;1360;1950;7262;12723;8314;3891;3504;27049
08326075;Brigachtal;1245;621;421;248,4;2381;41;103;332;583;554;374;394;3087
08327002;Aldingen;1841;1300;380;296,5;3112;63;111;402;738;709;595;494;3837
08327004;Bärenthal;169;138;30;23,0;205;1;4;25;23;59;38;55;428
08327005;Balgheim;334;258;63;49,5;450;7;14;38;72;101;112;106;828
08327006;Böttingen;488;424;52;63,1;581;1;6;54;106;152;113;149;1160
08327007;Bubsheim;351;310;28;48,9;422;2;7;31;50;154;51;127;991
08327008;Buchheim;192;153;37;28,6;275;0;6;18;51;70;73;57;461
08327009;Deilingen;605;486;100;80,4;745;2;16;72;146;192;133;184;1448
08327010;Denkingen;668;468;153;106,4;1112;5;37;152;244;225;216;233;1789
08327011;Dürbheim;505;360;122;72,5;704;9;15;77;166;160;127;150;1156
08327012;Durchhausen;294;192;85;45,6;419;5;14;47;86;98;91;78;595
08327013;Egesheim;187;145;34;26,6;251;0;2;18;56;60;50;65;488
08327016;Fridingen an der Donau, Stadt;1010;731;252;150,9;1413;3;33;96;312;352;276;341;2685
08327017;Frittlingen;605;409;171;95,8;867;9;19;93;156;218;165;207;1625
08327018;Geisingen, Stadt;1535;1002;408;251,6;2435;8;93;289;520;582;494;449;3477
08327019;Gosheim;1055;717;267;171,3;1630;10;63;182;363;369;249;394;3042
08327020;Gunningen;221;167;44;32,5;287;2;8;25;45;89;53;65;508
08327023;Hausen ob Verena;250;186;62;36,1;330;6;8;30;62;65;65;94;744
08327025;Immendingen;1495;935;341;266,8;2798;12;92;299;759;788;438;410;3147
08327027;Irndorf;305;260;37;40,2;367;0;4;30;53;118;76;86;679
08327029;Königsheim;182;160;22;23,1;211;0;5;19;33;45;54;55;436
08327030;Kolbingen;417;342;66;58,6;522;0;3;49;63;139;104;164;1273
08327033;Mahlstetten;284;234;44;36,4;346;3;6;33;74;90;62;78;617
08327036;Mühlheim an der Donau, Stadt;1117;743;294;179,3;1695;15;42;169;367;374;315;413;3214
08327038;Neuhausen ob Eck;1166;883;221;171,1;1617;16;21;98;354;478;305;345;2671
08327040;Reichenbach am Heuberg;158;121;29;22,7;222;1;4;22;44;69;35;47;366
08327041;Renquishausen;252;210;41;34,7;302;0;4;16;55;78;56;93;739
08327046;Spaichingen, Stadt;2940;1737;826;518,5;5451;69;269;785;1263;1273;870;922;7134
08327048;Talheim;392;290;82;56,6;522;4;12;60;96;143;108;99;754
08327049;Trossingen, Stadt;3733;2406;827;632,4;7187;299;415;1170;1881;1630;841;951;7366
08327050;Tuttlingen, Stadt;7632;4282;1826;1452,4;16522;201;652;2577;5334;3754;2012;1992;15402
08327051;Wehingen;975;683;215;155,3;1517;17;43;151;327;382;255;342;2668
08327054;Wurmlingen;1153;805;268;185,1;1809;9;48;191;402;435;346;378;2996
08327055;Seitingen-Oberflacht;726;548;147;107,0;958;2;25;82;174;248;209;218;1715
08327056;Rietheim-Weilheim;827;577;205;130,1;1232;12;19;107;264;317;274;239;1834
08327057;Emmingen-Liptingen;1246;895;252;197,3;1965;16;70;238;447;448;390;356;2786
08335001;Aach, Stadt;598;381;163;96,9;959;15;31;117;248;237;167;144;1123
08335002;Allensbach;1535;799;400;308,5;3298;103;256;566;844;706;402;421;3239
08335015;Büsingen am Hochrhein;385;217;80;82,0;934;74;80;214;227;153;84;102;775
08335021;Eigeltingen;1040;741;212;168,9;1568;22;49;173;339;379;276;330;2609
08335022;Engen, Stadt;2515;1596;626;439,3;4460;71;180;629;1097;1020;757;706;5392
08335025;Gaienhofen;1101;621;296;205,8;2094;84;195;346;449;430;309;281;2189
08335026;Gailingen am Hochrhein;751;461;191;134,8;1403;77;93;190;355;257;223;208;1628
08335028;Gottmadingen;2498;1526;611;444,4;4789;28;137;739;1460;1154;678;593;4525
