GENESIS-Tabelle: 31211-05-01-5-B
Wohngebäude nach Anzahl der Wohnungen;;;;;;;
- Stichtag 09.05.2011;;;;;;;
regionale Ebenen;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;
Stichtag: 09.05.2011;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude
;;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen
;;Insgesamt;1 Wohnung;2 Wohnungen;3 - 6 Wohnungen;7 - 12 Wohnungen;13 und mehr Wohnungen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
08125081;Pfaffenhofen;741;555;150;30;6;-
08125084;Roigheim;437;300;118;16;3;-
08125086;Schwaigern, Stadt;2947;1954;706;260;24;3
08125087;Siegelsbach;436;311;93;32;-;-
08125094;Talheim;1409;985;298;100;23;3
08125096;Untereisesheim;1043;767;186;63;18;9
08125098;Untergruppenbach;2336;1644;435;201;50;6
08125102;Weinsberg, Stadt;2668;1737;514;284;109;24
08125103;Widdern, Stadt;563;435;90;38;-;-
08125107;Wüstenrot;2046;1559;361;107;15;4
08125108;Zaberfeld;1322;1057;214;47;4;-
08125110;Obersulm;3745;2640;781;246;69;9
08125111;Hardthausen am Kocher;1115;786;250;73;6;-
08125113;Langenbrettach;1027;737;207;74;9;-
08126011;Bretzfeld;3336;2349;699;232;56;-
08126020;Dörzbach;694;474;164;53;3;-
08126028;Forchtenberg, Stadt;1395;948;336;105;3;3
08126039;Ingelfingen, Stadt;1494;946;417;103;25;3
08126045;Krautheim, Stadt;1308;881;316;102;9;-
08126046;Künzelsau, Stadt;3360;2036;794;364;117;49
08126047;Kupferzell;1450;948;336;147;16;3
08126056;Mulfingen;1110;833;215;59;3;-
08126058;Neuenstein, Stadt;1760;1234;375;133;18;-
08126060;Niedernhall, Stadt;986;649;202;85;43;7
08126066;Öhringen, Stadt;4799;3156;846;527;234;36
08126069;Pfedelbach;2412;1675;530;155;52;-
08126072;Schöntal;1833;1274;473;76;10;-
08126085;Waldenburg, Stadt;818;556;185;62;9;6
08126086;Weißbach;526;317;149;44;16;-
08126094;Zweiflingen;476;345;115;16;-;-
08127008;Blaufelden;1512;1149;285;66;12;-
08127009;Braunsbach;790;555;195;40;-;-
08127012;Bühlertann;796;497;232;59;8;-
08127013;Bühlerzell;684;503;153;28;-;-
08127014;Crailsheim, Stadt;7330;4205;1917;893;272;43
08127023;Fichtenberg;818;528;227;57;6;-
08127025;Gaildorf, Stadt;2734;1582;705;369;69;9
08127032;Gerabronn, Stadt;1189;897;194;86;12;-
08127043;Ilshofen, Stadt;1553;1020;388;130;12;3
08127046;Kirchberg an der Jagst, Stadt;1202;864;267;71;-;-
08127047;Langenburg, Stadt;593;423;121;46;3;-
08127052;Mainhardt;1648;1169;362;95;22;-
08127056;Michelbach an der Bilz;916;550;282;68;10;6
08127059;Michelfeld;973;611;243;100;19;-
08127062;Oberrot;1015;636;268;105;6;-
08127063;Obersontheim;1285;863;307;90;18;7
08127071;Rot am See;1477;1047;336;85;9;-
08127073;Satteldorf;1474;1036;331;92;15;-
08127075;Schrozberg, Stadt;1617;1210;280;110;14;3
08127076;Schwäbisch Hall, Stadt;8013;4933;1646;1025;323;86
08127079;Sulzbach-Laufen;717;461;188;56;12;-
08127086;Untermünkheim;806;494;229;83;-;-
08127089;Vellberg, Stadt;1223;880;245;78;20;-
08127091;Wallhausen;960;652;211;93;4;-
08127099;Wolpertshausen;541;368;127;43;3;-
08127100;Rosengarten;1398;881;343;164;10;-
08127101;Kreßberg;1157;815;271;71;-;-
08127102;Fichtenau;1357;956;343;55;3;-
08127103;Frankenhardt;1349;896;373;74;6;-
08127104;Stimpfach;820;474;270;76;-;-
08128006;Assamstadt;584;345;193;43;3;-
08128007;Bad Mergentheim, Stadt;5175;3088;1132;751;158;46
08128014;Boxberg, Stadt;2061;1389;515;144;13;-
08128020;Creglingen, Stadt;1516;1119;340;54;3;-
08128039;Freudenberg, Stadt;1175;751;346;72;6;-
08128045;Großrinderfeld;1194;726;378;87;3;-
08128047;Grünsfeld, Stadt;1141;736;329;73;-;3
08128058;Igersheim;1365;833;326;181;16;9
08128061;Königheim;977;666;288;23;-;-
08128064;Külsheim, Stadt;1610;1064;426;113;7;-
08128082;Niederstetten, Stadt;1503;1064;298;122;13;6
08128115;Tauberbischofsheim, Stadt;3440;2125;850;405;45;15
08128126;Weikersheim, Stadt;2245;1521;522;173;29;-
08128128;Werbach;1128;753;288;87;-;-
08128131;Wertheim, Stadt;5567;3304;1492;602;125;44
08128137;Wittighausen;503;334;142;23;4;-
08128138;Ahorn;780;611;143;26;-;-
08128139;Lauda-Königshofen, Stadt;4100;2626;1057;375;36;6
08135010;Dischingen;1431;1101;296;34;-;-
08135015;Gerstetten;3548;2686;714;129;19;-
08135016;Giengen an der Brenz, Stadt;4698;3185;883;484;131;15
08135019;Heidenheim an der Brenz, Stadt;10873;6838;2203;1357;365;110
08135020;Herbrechtingen, Stadt;3486;2393;745;302;43;3
08135021;Hermaringen;699;534;128;34;3;-
08135025;Königsbronn;2018;1440;414;116;35;13
08135026;Nattheim;1670;1129;389;111;41;-
08135027;Niederstotzingen, Stadt;1392;1051;273;62;6;-
08135031;Sontheim an der Brenz;1642;1178;375;79;10;-
08135032;Steinheim am Albuch;2462;1712;565;144;41;-
08136002;Abtsgmünd;2117;1366;584;159;4;4
08136003;Adelmannsfelden;532;376;137;15;4;-
08136007;Bartholomä;767;583;149;29;6;-
08136009;Böbingen an der Rems;1230;720;417;74;16;3
08136010;Bopfingen, Stadt;3314;2359;681;222;30;22
08136015;Durlangen;781;482;234;62;-;3
08136018;Ellenberg;509;328;160;21;-;-
08136019;Ellwangen (Jagst), Stadt;5657;3563;1395;519;151;29
08136020;Eschach;517;330;153;34;-;-
08136021;Essingen;1637;1039;423;153;18;4
08136024;Göggingen;674;439;199;27;9;-
08136027;Gschwend;1541;1068;388;74;11;-
08136028;Heubach, Stadt;2160;1304;531;244;63;18
08136029;Heuchlingen;521;326;172;23;-;-
08136033;Hüttlingen;1565;884;543;125;10;3
08136034;Iggingen;718;455;224;36;3;-
08136035;Jagstzell;650;428;190;32;-;-
08136037;Kirchheim am Ries;584;430;129;25;-;-
08136038;Lauchheim, Stadt;1255;818;342;78;10;7
08136040;Leinzell;573;334;175;46;15;3
08136042;Lorch, Stadt;2788;1610;847;285;43;3
08136043;Mögglingen;1116;695;340;78;3;-
08136044;Mutlangen;1702;1054;469;144;26;9
08136045;Neresheim, Stadt;2235;1521;557;148;9;-
08136046;Neuler;831;518;259;51;3;-
08136049;Obergröningen;160;116;38;3;3;-
08136050;Oberkochen, Stadt;1926;1186;382;302;44;12
08136060;Rosenberg;768;550;183;32;3;-
08136061;Ruppertshofen;514;323;167;24;-;-
08136062;Schechingen;655;398;231;20;3;3
08136065;Schwäbisch Gmünd, Stadt;12721;6812;3470;1951;417;71
08136066;Spraitbach;950;559;342;40;6;3
08136068;Stödtlen;551;377;158;16;-;-
08136070;Täferrot;289;180;92;17;-;-
08136071;Tannhausen;518;389;113;9;7;-
08136075;Unterschneidheim;1316;964;320;32;-;-
08136079;Waldstetten;1899;1024;694;174;7;-
08136082;Westhausen;1605;1004;472;126;3;-
08136084;Wört;370;249;103;18;-;-
08136087;Riesbürg;705;515;173;14;3;-
08136088;Aalen, Stadt;15336;9135;3902;1739;442;118
08136089;Rainau;862;539;265;58;-;-
08211000;Baden-Baden, Stadtkreis;10764;5205;2288;2426;713;132
08212000;Karlsruhe, Stadtkreis;40123;18878;5837;8500;5358;1550
08215007;Bretten, Stadt;6926;4466;1540;768;128;24
08215009;Bruchsal, Stadt;9316;5346;2067;1462;382;59
08215017;Ettlingen, Stadt;7965;4334;1654;1527;330;120
08215021;Forst;2083;1437;394;223;29;-
08215025;Gondelsheim;892;599;197;73;16;7
08215029;Hambrücken;1518;1042;372;88;12;4
08215039;Kronau;1615;1143;348;109;15;-
08215040;Kürnbach;730;515;168;38;9;-
08215046;Malsch;3797;2359;950;435;50;3
08215047;Marxzell;1383;709;501;164;9;-
08215059;Oberderdingen;2801;2033;554;188;23;3
08215064;Östringen, Stadt;3599;2509;762;277;45;6
08215066;Philippsburg, Stadt;3125;2079;669;296;75;6
08215082;Sulzfeld;1411;1043;298;58;9;3
08215084;Ubstadt-Weiher;3702;2589;786;293;31;3
08215089;Walzbachtal;2560;1589;689;247;35;-
08215090;Weingarten (Baden);2565;1482;655;390;32;6
08215094;Zaisenhausen;497;332;119;43;3;-
08215096;Karlsbad;4174;2521;1106;487;54;6
08215097;Kraichtal, Stadt;4258;2952;976;305;22;3
08215099;Graben-Neudorf;3128;2187;709;193;24;15
08215100;Bad Schönborn;3046;2098;538;302;94;14
08215101;Pfinztal;4771;2878;1242;552;90;9
08215102;Eggenstein-Leopoldshafen;3731;2512;545;533;112;29
08215103;Karlsdorf-Neuthard;2697;1760;657;258;19;3
08215105;Linkenheim-Hochstetten;3036;2216;455;287;54;24
08215106;Waghäusel, Stadt;5309;3360;1376;495;68;10
08215107;Oberhausen-Rheinhausen;2727;1828;684;193;19;3
08215108;Rheinstetten, Stadt;5005;3009;1107;731;142;16
08215109;Stutensee, Stadt;5847;4061;1080;575;92;39
08215110;Waldbronn;3060;1727;786;495;39;13
08215111;Dettenheim;2097;1594;369;131;3;-
08216002;Au am Rhein;969;651;243;72;3;-
08216005;Bietigheim;1614;972;388;244;10;-
08216006;Bischweier;771;418;218;122;3;10
08216007;Bühl, Stadt;6727;3982;1704;888;127;26
08216008;Bühlertal;2154;989;875;268;16;6
08216009;Durmersheim;2994;1912;574;413;65;30
08216012;Elchesheim-Illingen;933;610;239;84;-;-
08216013;Forbach;1496;810;525;158;3;-
08216015;Gaggenau, Stadt;7154;3952;2075;964;136;27
08216017;Gernsbach, Stadt;3575;2175;901;387;81;31
08216022;Hügelsheim;802;363;173;228;35;3
08216023;Iffezheim;1177;613;379;176;9;-
08216024;Kuppenheim, Stadt;1952;1087;535;309;21;-
08216028;Lichtenau, Stadt;1334;892;312;121;9;-
08216029;Loffenau;741;437;224;71;9;-
08216033;Muggensturm;1684;1042;450;164;28;-
08216039;Ötigheim;1258;798;360;100;-;-
08216041;Ottersweier;1617;979;453;160;25;-
08216043;Rastatt, Stadt;7822;3988;1761;1283;599;191
08216049;Sinzheim;2916;1707;792;358;59;-
08216052;Steinmauern;828;520;256;52;-;-
08216059;Weisenbach;686;337;263;78;8;-
08216063;Rheinmünster;1742;1065;460;184;33;-
08221000;Heidelberg, Stadtkreis;19115;7965;3100;5535;1761;754
08222000;Mannheim, Stadtkreis;39599;17861;5788;8334;5938;1678
08225001;Adelsheim, Stadt;1409;986;286;121;16;-
08225002;Aglasterhausen;1337;909;314;105;9;-
08225009;Billigheim;1818;1269;474;75;-;-
08225010;Binau;396;266;103;24;-;3
08225014;Buchen (Odenwald), Stadt;4748;3075;1220;379;61;13
08225024;Fahrenbach;849;586;218;42;3;-
08225032;Hardheim;1864;1205;497;134;22;6
08225033;Haßmersheim;1385;923;354;86;15;7
08225039;Höpfingen;930;586;280;64;-;-
08225042;Hüffenhardt;631;423;173;35;-;-
08225052;Limbach;1378;956;354;68;-;-
08225058;Mosbach, Stadt;5788;3600;1321;651;183;33
08225060;Mudau;1554;1053;430;71;-;-
08225064;Neckargerach;727;462;218;47;-;-
08225067;Neckarzimmern;408;284;70;41;13;-
08225068;Neunkirchen;567;411;129;27;-;-
08225074;Obrigheim;1527;1012;395;100;17;3
08225075;Osterburken, Stadt;1648;1045;420;162;21;-
08225082;Rosenberg;757;610;128;19;-;-
08225091;Seckach;1251;847;322;72;10;-
08225109;Walldürn, Stadt;3167;2084;762;258;50;13
08225113;Zwingenberg;225;141;61;20;3;-
08225114;Ravenstein, Stadt;933;713;201;12;7;-
08225115;Schefflenz;1318;975;296;47;-;-
08225116;Schwarzach;611;398;146;64;3;-
08225117;Elztal;1747;1135;475;128;9;-
08225118;Waldbrunn;1679;1242;373;60;4;-
08226003;Altlußheim;1516;957;387;147;22;3
08226006;Bammental;1564;913;427;197;20;7
08226009;Brühl;2993;1647;655;541;119;31
08226010;Dielheim;2542;1601;730;199;9;3
08226012;Dossenheim;2451;1117;512;686;102;34
08226013;Eberbach, Stadt;3663;2077;874;590;102;20
08226017;Epfenbach;733;456;217;56;4;-
08226018;Eppelheim, Stadt;2654;1307;581;542;164;60
08226020;Eschelbronn;671;386;215;58;9;3
08226022;Gaiberg;751;551;133;64;-;3
08226027;Heddesbach;157;90;53;11;3;-
08226028;Heddesheim;2301;1198;485;504;72;42
08226029;Heiligkreuzsteinach;855;540;224;91;-;-
08226031;Hemsbach, Stadt;2666;1578;616;358;72;42
08226032;Hockenheim, Stadt;4786;3006;1001;582;136;61
08226036;Ilvesheim;2072;1219;386;413;44;10
08226037;Ketsch;3239;2030;737;395;65;12
08226038;Ladenburg, Stadt;2556;1444;505;500;80;27
08226040;Laudenbach;1696;1202;303;163;28;0
08226041;Leimen, Stadt;4982;2833;1070;757;211;111
08226046;Malsch;1041;742;222;71;6;-
08226048;Mauer;1043;676;255;103;3;6
08226049;Meckesheim;1472;896;419;145;12;-
08226054;Mühlhausen;2428;1762;494;141;25;6
08226055;Neckarbischofsheim, Stadt;1115;694;304;117;-;-
08226056;Neckargemünd, Stadt;3618;2174;871;485;75;13
08226058;Neidenstein;520;333;150;37;-;-
08226059;Neulußheim;1750;1188;359;167;30;6
08226060;Nußloch;2586;1537;611;330;90;18
08226062;Oftersheim;2414;1375;548;390;67;34
08226063;Plankstadt;2437;1348;623;418;39;9
08226065;Rauenberg, Stadt;2306;1601;429;242;28;6
08226066;Reichartshausen;590;368;161;58;3;-
08226068;Reilingen;2047;1420;413;195;19;-
08226076;Sandhausen;3322;2128;588;448;125;33
08226080;Schönau, Stadt;1360;791;409;154;3;3
08226081;Schönbrunn;938;642;241;52;3;-
08226082;Schriesheim, Stadt;3557;1911;848;694;75;29
08226084;Schwetzingen, Stadt;3635;1764;639;833;308;91
08226085;Sinsheim, Stadt;8751;5742;1974;868;140;27
08226086;Spechbach;528;362;127;33;6;-
08226091;Waibstadt, Stadt;1576;1026;383;158;9;-
08226095;Walldorf, Stadt;3461;2285;575;468;115;18
08226096;Weinheim, Stadt;10054;6097;2181;1325;357;94
08226097;Wiesenbach;857;516;229;100;12;-
08226098;Wiesloch, Stadt;5540;3340;1207;749;187;57
08226099;Wilhelmsfeld;959;555;253;133;15;3
08226101;Zuzenhausen;678;458;155;62;3;-
08226102;Angelbachtal;1388;995;278;96;16;3
08226103;St. Leon-Rot;3830;2906;691;188;45;-
08226104;Lobbach;708;446;203;56;3;-
08226105;Edingen-Neckarhausen;3322;1933;697;588;101;3
08226106;Helmstadt-Bargen;1128;779;286;63;-;-
08226107;Hirschberg an der Bergstraße;2347;1299;536;447;53;12
08231000;Pforzheim, Stadtkreis;17556;8958;2687;3495;1846;570
08235006;Altensteig, Stadt;2536;1572;622;300;24;18
08235007;Althengstett;2110;1358;503;229;20;-
08235008;Bad Liebenzell, Stadt;2193;1224;511;372;66;20
08235018;Dobel;541;326;116;64;12;23
08235020;Ebhausen;1257;781;343;120;9;4
08235022;Egenhausen;516;339;139;35;3;-
08235025;Enzklösterle;338;160;96;72;6;4
08235029;Gechingen;1031;651;253;110;17;-
08235032;Haiterbach, Stadt;1476;904;383;177;12;-
08235033;Bad Herrenalb, Stadt;1747;896;402;304;118;27
08235035;Höfen an der Enz;382;181;109;86;6;-
08235046;Nagold, Stadt;4630;2845;1047;565;131;42
08235047;Neubulach, Stadt;1481;970;366;132;6;7
08235050;Neuweiler;938;600;274;60;4;-
08235055;Oberreichenbach;841;532;235;74;-;-
08235057;Ostelsheim;679;436;173;61;9;-
08235060;Rohrdorf;476;293;118;43;22;-
08235065;Schömberg;1740;988;440;240;63;9
08235066;Simmersfeld;563;321;183;59;-;-
08235067;Simmozheim;732;481;188;51;12;-
08235073;Unterreichenbach;650;419;149;60;18;4
08235079;Bad Wildbad, Stadt;2267;1022;634;537;68;6
08235080;Wildberg, Stadt;2761;1776;724;240;21;-
08235084;Bad Teinach-Zavelstein, Stadt;844;511;233;90;6;4
08235085;Calw, Stadt;4846;2839;1113;707;159;28
08236004;Birkenfeld;2727;1784;571;322;46;4
08236011;Eisingen;964;522;316;104;13;9
08236013;Engelsbrand;1384;1013;265;100;6;-
08236019;Friolzheim;964;685;165;92;18;4
08236025;Heimsheim, Stadt;1180;754;251;128;31;16
08236028;Illingen;2041;1442;445;121;24;9
08236030;Ispringen;1485;746;447;258;30;4
08236031;Kieselbronn;852;571;183;81;17;-
08236033;Knittlingen, Stadt;2210;1509;481;204;16;-
08236038;Maulbronn, Stadt;1779;1198;399;166;16;-
08236039;Mönsheim;809;532;202;69;3;3
08236040;Mühlacker, Stadt;6187;4144;1265;620;120;38
08236043;Neuenbürg, Stadt;1900;1081;508;253;40;18
08236044;Neuhausen;1710;1225;399;80;6;-
08236046;Niefern-Öschelbronn;2778;1775;594;321;66;22
08236050;Ötisheim;1425;1031;293;79;19;3
08236061;Sternenfels;904;690;164;43;7;-
08236062;Tiefenbronn;1562;1106;355;87;14;-
08236065;Wiernsheim;1887;1343;398;124;13;9
08236067;Wimsheim;738;475;185;66;9;3
08236068;Wurmberg;834;589;191;51;3;-
08236070;Keltern;2718;1855;617;223;23;-
08236071;Remchingen;3126;2006;761;323;29;7
08236072;Straubenhardt;3077;2106;692;247;28;4
08236073;Neulingen;1821;1339;343;119;13;7
08236074;Kämpfelbach;1841;1065;567;190;13;6
08236075;Ölbronn-Dürrn;1014;706;235;64;9;-
08236076;Königsbach-Stein;2811;1761;730;301;19;-
08237002;Alpirsbach, Stadt;1787;1129;453;187;15;3
08237004;Baiersbronn;3438;1538;1092;729;53;26
08237008;Betzweiler-Wälde;-;-;-;-;-;-
08237019;Dornstetten, Stadt;1635;879;410;288;52;6
08237024;Empfingen;1084;754;234;96;-;-
08237027;Eutingen im Gäu;1601;1139;342;111;9;-
08237028;Freudenstadt, Stadt;4556;2329;1023;961;199;44
08237030;Glatten;666;376;179;107;4;-
08237032;Grömbach;180;119;48;13;-;-
08237040;Horb am Neckar, Stadt;6656;4496;1444;614;96;6
08237045;Loßburg;2052;1199;594;233;26;-
08237054;Pfalzgrafenweiler;1643;1017;413;171;38;4
08237061;Schopfloch;636;379;187;64;6;-
08237072;Wörnersberg;68;45;23;-;-;-
08237073;Seewald;600;399;151;47;3;-
08237074;Waldachtal;1721;1071;471;158;18;3
08237075;Bad Rippoldsau-Schapbach;561;227;239;92;3;-
08311000;Freiburg im Breisgau, Stadtkreis;25322;10324;3791;6754;3170;1283
08315003;Au;331;167;113;51;-;-
08315004;Auggen;651;448;137;60;6;-
08315006;Bad Krozingen, Stadt;3275;1983;564;505;174;49
08315007;Badenweiler;1047;610;203;180;51;3
08315008;Ballrechten-Dottingen;579;345;142;88;4;-
08315013;Bötzingen;1026;542;251;206;24;3
08315014;Bollschweil;554;321;152;81;-;-
08315015;Breisach am Rhein, Stadt;3044;1879;622;413;114;16
08315016;Breitnau;365;168;118;76;3;-
08315020;Buchenbach;661;278;239;132;9;3
08315022;Buggingen;1023;718;205;94;6;-
08315028;Ebringen;662;310;234;115;3;-
08315030;Eichstetten am Kaiserstuhl;753;414;202;128;9;-
08315031;Eisenbach (Hochschwarzwald);553;319;164;61;9;-
08315033;Eschbach;566;389;119;42;16;-
08315037;Feldberg (Schwarzwald);614;339;137;118;20;-
08315039;Friedenweiler;497;246;169;70;12;-
08315041;Glottertal;625;221;197;194;13;-
08315043;Gottenheim;673;391;200;79;3;-
08315047;Gundelfingen;2104;1168;346;377;170;43
08315048;Hartheim am Rhein;1095;660;283;118;34;-
08315050;Heitersheim, Stadt;1277;801;278;150;39;9
08315051;Heuweiler;267;145;85;37;-;-
08315052;Hinterzarten;554;242;128;153;28;3
08315056;Horben;273;172;63;38;-;-
08315059;Ihringen;1467;829;399;224;15;-
08315064;Kirchzarten;2142;1258;385;421;78;-
08315068;Lenzkirch;1133;533;299;236;47;18
08315070;Löffingen, Stadt;1885;1123;506;235;6;15
08315072;Merdingen;661;374;216;68;3;-
08315073;Merzhausen;987;492;228;190;71;6
08315074;Müllheim, Stadt;3792;2341;733;528;154;36
08315076;Neuenburg am Rhein, Stadt;2730;1840;519;296;56;19
08315084;Oberried;626;259;177;174;16;-
08315089;Pfaffenweiler;641;345;184;106;6;-
08315094;St. Märgen;377;145;127;102;3;-
08315095;St. Peter;490;181;171;132;6;-
08315098;Schallstadt;1479;903;354;194;28;-
08315102;Schluchsee;674;369;142;137;16;10
08315107;Sölden;333;184;94;48;7;-
08315108;Staufen im Breisgau, Stadt;1643;1051;305;204;52;31
08315109;Stegen;912;475;229;195;10;3
08315111;Sulzburg, Stadt;739;464;176;93;6;-
08315113;Titisee-Neustadt, Stadt;2166;1002;538;482;125;19
08315115;Umkirch;803;427;184;125;33;34
08315125;Wittnau;366;209;105;49;3;-
08315130;Münstertal/Schwarzwald;1095;466;367;246;16;-
08315131;Ehrenkirchen;1704;937;458;265;44;-
08315132;March;1837;945;471;340;72;9
08315133;Vogtsburg im Kaiserstuhl, Stadt;1658;1012;450;186;7;3
08316002;Bahlingen am Kaiserstuhl;940;482;328;121;9;-
08316003;Biederbach;406;231;131;44;-;-
08316009;Denzlingen;2262;1192;417;417;171;65
08316010;Elzach, Stadt;1651;801;531;288;31;-
08316011;Emmendingen, Stadt;4826;2360;1090;1064;261;51
08316012;Endingen am Kaiserstuhl, Stadt;2167;1292;541;304;27;3
08316013;Forchheim;379;267;78;34;-;-
08316014;Gutach im Breisgau;817;330;253;201;33;-
08316017;Herbolzheim, Stadt;2453;1505;584;309;43;12
08316020;Kenzingen, Stadt;2197;1438;461;264;24;10
08316024;Malterdingen;735;420;225;87;3;-
08316036;Reute;723;363;226;131;3;-
08316037;Riegel am Kaiserstuhl;763;435;164;129;35;-
08316038;Sasbach am Kaiserstuhl;954;634;242;78;-;-
08316039;Sexau;802;400;256;146;-;-
08316042;Simonswald;752;349;259;132;12;-
08316043;Teningen;2815;1647;690;401;74;3
08316045;Vörstetten;733;451;160;97;25;-
08316049;Weisweil;580;404;124;46;6;-
08316051;Wyhl am Kaiserstuhl;929;574;225;119;11;-
08316053;Rheinhausen;1014;637;295;82;-;-
08316054;Freiamt;972;480;358;131;3;-
08316055;Winden im Elztal;660;284;246;123;7;-
08316056;Waldkirch, Stadt;3635;1656;876;880;161;62
08317001;Achern, Stadt;5765;3476;1450;666;138;35
08317005;Appenweier;2435;1373;755;274;30;3
08317008;Bad Peterstal-Griesbach;596;232;235;116;13;-
08317009;Berghaupten;566;277;213;76;-;-
08317011;Biberach;816;413;283;110;10;-
08317021;Durbach;983;494;351;129;9;-
08317026;Ettenheim, Stadt;3040;1938;714;320;68;-
08317029;Fischerbach;401;200;134;64;-;3
08317031;Friesenheim;3135;1672;1020;391;44;8
08317034;Gengenbach, Stadt;2100;903;625;464;99;9
08317039;Gutach (Schwarzwaldbahn);602;309;229;61;3;-
08317040;Haslach im Kinzigtal, Stadt;1441;687;427;265;49;13
08317041;Hausach, Stadt;1173;541;363;250;13;6
08317046;Hofstetten;362;151;130;78;3;-
08317047;Hohberg;2030;1047;703;277;3;-
08317051;Hornberg, Stadt;954;432;302;177;34;9
08317056;Kappelrodeck;1498;803;501;191;3;-
08317057;Kehl, Stadt;7559;4746;1553;863;325;72
08317059;Kippenheim;1307;735;396;144;29;3
08317065;Lahr/Schwarzwald, Stadt;7712;3929;1907;1499;284;93
08317067;Lautenbach;462;213;186;56;7;-
08317068;Lauf;1046;575;354;107;10;-
08317073;Mahlberg, Stadt;1103;608;323;139;33;-
08317075;Meißenheim;1053;701;275;74;3;-
08317078;Mühlenbach;369;138;164;67;-;-
08317085;Nordrach;481;263;173;45;-;-
08317088;Oberharmersbach;573;263;210;100;-;-
08317089;Oberkirch, Stadt;4387;2546;1148;575;90;28
08317093;Oberwolfach;640;308;258;74;-;-
08317096;Offenburg, Stadt;11193;6059;2360;2032;631;111
08317097;Ohlsbach;804;447;232;122;3;-
08317098;Oppenau, Stadt;1099;498;419;166;16;-
08317100;Ortenberg;841;437;264;137;3;-
08317102;Ottenhöfen im Schwarzwald;786;393;272;118;-;3
08317110;Renchen, Stadt;1938;1244;485;191;18;-
08317113;Ringsheim;634;407;166;61;-;-
08317114;Rust;837;458;267;97;12;3
08317116;Sasbach;1316;773;347;174;18;4
08317118;Sasbachwalden;645;367;153;97;25;3
08317121;Schuttertal;764;371;314;79;-;-
08317122;Schutterwald;1912;1143;561;198;10;-
08317126;Seebach;392;180;166;46;-;-
08317127;Seelbach;1296;711;415;151;16;3
08317129;Steinach;968;487;373;108;-;-
08317141;Willstätt;2364;1526;550;243;38;7
08317145;Wolfach, Stadt;1405;637;500;249;16;3
08317146;Zell am Harmersbach, Stadt;1682;810;530;299;43;-
08317150;Schwanau;1916;1269;488;153;3;3
08317151;Neuried;2519;1564;722;226;7;-
08317152;Kappel-Grafenhausen;1240;746;341;146;7;-
08317153;Rheinau, Stadt;3264;2350;719;188;3;4
08317971;Rheinau, gemeindefreies Gebiet;-;-;-;-;-;-
08325001;Aichhalden;1205;760;339;106;-;-
08325009;Bösingen;957;675;229;47;3;3
08325011;Dietingen;1263;953;248;52;10;-
08325012;Dornhan, Stadt;1909;1349;435;121;-;4
08325014;Dunningen;1645;1041;500;95;9;-
08325015;Epfendorf;997;635;282;77;3;-
08325024;Hardt;707;414;225;64;4;-
08325036;Lauterbach;786;359;295;126;6;-
08325045;Oberndorf am Neckar, Stadt;3730;2488;772;381;80;9
08325049;Rottweil, Stadt;5545;3456;1087;793;165;44
08325050;Schenkenzell;566;320;211;35;-;-
08325051;Schiltach, Stadt;1088;597;348;136;7;-
08325053;Schramberg, Stadt;5123;2698;1394;904;102;25
08325057;Sulz am Neckar, Stadt;3510;2516;700;241;50;3
08325058;Tennenbronn;-;-;-;-;-;-
08325060;Villingendorf;893;570;254;66;3;-
08325061;Vöhringen;1270;948;240;79;3;-
08325064;Wellendingen;957;762;145;40;7;3
08325069;Zimmern ob Rottweil;1609;1082;357;153;17;0
08325070;Fluorn-Winzeln;943;677;223;43;-;-
08325071;Eschbronn;655;464;158;30;3;-
08325072;Deißlingen;1794;1269;412;103;7;3
08326003;Bad Dürrheim, Stadt;2693;1590;567;373;133;30
08326005;Blumberg, Stadt;2541;1650;572;255;58;6
08326006;Bräunlingen, Stadt;1541;939;443;153;3;3
08326010;Dauchingen;908;581;191;100;32;4
08326012;Donaueschingen, Stadt;4702;2746;1052;720;144;40
08326017;Furtwangen im Schwarzwald, Stadt;1871;818;615;358;44;36
08326020;Gütenbach;285;112;121;45;7;-
08326027;Hüfingen, Stadt;1793;1172;390;196;32;3
08326031;Königsfeld im Schwarzwald;1486;872;410;173;28;3
08326037;Mönchweiler;795;462;222;91;20;-
