GENESIS-Tabelle: 71517-02-03-5-B
Bruttoausgaben der Gemeinden - Jahressumme -;;;;;;;;;
regionale Ebenen;;;;;;;;;
Vierteljährliche Kassenergebnisse, Sektor Kommunen;;;;;;;;;
2014;;;;;;;;;
;;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Nettoausgaben der Gemeinden
;;;Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);
;;;Ausgaben des Verwaltungshaushalts, insgesamt;Personalausgaben;laufender Sachaufwand;Ausgaben des Vermögenshaushalts, insgesamt;Tilgung v.Krediten,Rückzahlungen v.inneren Darleh.;Ausgaben für Sachinvestitionen;
;;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR
0733507042;Schneckenhausen;-;-;-;-;-;-;-;-
0733508;Ramstein-Miesenbach, Verbandsgem.;35350486;31936924;10793784;5299240;3413562;607530;2583657;18022176
0733508016;Hütschenhausen;4111834;3986862;771545;514137;124972;75731;49241;2513303
0733508020;Kottweiler-Schwanden;1545756;1377849;368395;162815;167907;90223;18367;884992
0733508030;Niedermohr;1952185;1699660;547367;190271;252525;26158;226367;1123019
0733508038;Ramstein-Miesenbach;13701238;11665070;2481736;1644187;2036168;148677;1736250;9875117
0733508044;Steinwenden;2586029;2188969;150534;293131;397060;68853;328207;2080563
0733509;Weilerbach, Verbandsgem.;30495716;22840054;7274037;4225041;7655662;113679;6441755;18963462
0733509005;Erzenhausen;635179;574516;-22291;120805;60663;0;59663;444650
0733509006;Eulenbis;592170;554569;203958;83335;37601;0;36801;344911
0733509019;Kollweiler;473628;455303;25250;124066;18325;16870;1455;363089
0733509024;Mackenbach;2688514;2175866;602880;401797;512648;0;512648;1548895
0733509040;Rodenbach, Kr Kaiserslautern;6011441;2898335;530424;452455;3113106;43464;3069642;5027129
0733509043;Schwedelbach;1255435;969414;90630;222405;286021;0;284521;1080299
0733509049;Weilerbach;8226819;6341132;1223776;774635;1885687;0;850589;6743446
0733509501;Reichenbach-Steegen;1838351;1711313;609593;272490;127038;53345;73693;968831
0733510;Otterbach-Otterberg;35548209;28143933;8044372;4474443;7404276;1114038;4939204;20358445
0733510009;Frankelbach;304514;291787;13893;45764;12727;5318;0;181790
0733510013;Heiligenmoschel;589547;523873;14601;82326;65674;22528;41841;433453
0733510014;Hirschhorn/Pfalz;1306885;947637;274009;130214;359248;63396;271484;867808
0733510017;Katzweiler;2751117;2049734;567629;322939;701383;41099;595890;1990098
0733510025;Mehlbach;1793320;1328159;356429;171797;465161;48790;386932;1151693
0733510029;Niederkirchen;2538423;2043573;505971;294867;494850;38332;420173;1695503
0733510033;Olsbrücken;1041577;951108;88616;80662;90469;29335;16289;794625
0733510034;Otterbach;4641018;3582730;243548;353518;1058288;81754;868996;3863801
0733510035;Otterberg, Stadt;6460279;5505076;922279;709240;955203;205232;564896;5093889
0733510041;Schallodenbach;743964;714341;28784;83497;29623;12594;17029;528694
0733510042;Schneckenhausen;521725;478684;18250;46440;43041;15618;24595;409602
0733510046;Sulzbachtal;497342;392057;19087;48059;105285;31592;63704;330895
0733601;Altenglan, Verbandsgem.;18582400;16021203;5354695;2510374;2561197;903540;1578949;8335208
0733601003;Altenglan;3637076;2961434;463079;438160;675642;138441;495943;2597708
0733601009;Bosenbach;851928;799756;104773;169133;52172;48420;507;567501
0733601021;Elzweiler;131097;115917;13858;26590;15180;12179;2694;85295
0733601022;Erdesbach;624283;590197;63362;74700;34086;22655;8517;387947
0733601025;Föckelberg;457596;395519;21565;62798;62077;56636;3420;314742
0733601046;Horschbach;241369;237425;14099;43179;3944;2740;0;158476
0733601066;Neunkirchen am Potzberg;463286;442526;37595;75170;20760;15821;2200;294774
0733601067;Niederalben;335481;296721;22639;36745;38760;35299;1516;209472
0733601068;Niederstaufenbach;324715;227457;12192;35226;97258;12076;83620;218683
0733601071;Oberstaufenbach;296689;274243;16526;30191;22446;18701;1516;209455
0733601079;Rammelsbach;2073742;1839951;566329;216743;233791;61022;164180;1015369
0733601081;Rathsweiler;146223;133826;6307;13666;12397;280;11566;99069
0733601089;Rutsweiler am Glan;299969;284731;19341;54337;15238;12490;1516;270885
0733601099;Ulmet;1126183;701441;63934;89322;424742;44985;375984;865588
0733601103;Welchweiler;180163;166748;11822;24999;13415;10537;2468;86069
0733601106;Bedesbach;919982;885539;266032;94340;34443;19615;10099;472994
0733602;Glan-Münchweiler, Verbandsgem.;17605281;14777829;5415118;2586895;2827452;967663;1760516;8695566
0733602008;Börsborn;398841;331995;17862;57217;66846;23570;43276;294737
0733602031;Glan-Münchweiler;2286918;1829544;525602;266323;457374;143601;313773;1560370
0733602037;Henschtal;462317;317363;21591;64988;144954;12435;95071;375296
0733602041;Herschweiler-Pettersheim;1967510;1780770;763143;217347;186740;120548;64062;826903
0733602047;Hüffler;802278;509873;65354;78975;292405;195592;94760;688110
0733602054;Krottelbach;761232;621818;60057;82262;139414;20234;118719;582682
0733602056;Langenbach, Pfalz;589931;457891;41630;104124;132040;27774;103975;408679
0733602064;Nanzdietschweiler;1161436;976133;89837;156143;185303;56150;127333;749926
0733602082;Rehweiler;565673;457162;20600;128793;108511;16100;92411;447290
0733602096;Steinbach am Glan;1227819;976343;312091;120550;251476;4050;247426;633284
0733602101;Wahnwegen;1022821;807300;278766;116188;215521;27900;162453;523187
0733602107;Matzenbach;945519;893370;306354;188952;52149;15800;36349;460592
0733602501;Quirnbach/Pfalz;571604;475688;57348;81073;95916;81210;3451;432058
0733603;Kusel, Verbandsgem.;29131015;24179254;6983792;4406306;4951761;2213735;2614494;16545410
0733603002;Albessen;212348;167042;14238;36725;45306;45306;0;161007
0733603006;Blaubach;460487;403541;7946;95655;56946;14516;40890;242184
0733603015;Dennweiler-Frohnbach;255855;251061;14463;31295;4794;4045;749;197904
0733603018;Ehweiler;181086;159003;6346;26422;22083;1862;20221;124822
0733603024;Etschberg;793095;611816;37578;86670;181279;81353;99926;568829
0733603034;Haschbach am Remigiusberg;646962;598970;33916;46686;47992;2326;45666;413504
0733603039;Herchweiler;554710;499482;16332;50752;55228;19457;35771;356637
0733603051;Körborn;468141;389999;27800;72456;78142;51553;26589;342452
0733603052;Konken;1131357;926034;66233;188890;205323;48156;157167;1021180
0733603055;Kusel;7756862;6063309;509158;1151902;1693553;731875;851472;6946569
0733603070;Oberalben;328475;235019;12425;27604;93456;39816;53640;241072
0733603077;Pfeffelbach;1162856;1065627;124223;253213;97229;6270;90959;913965
0733603084;Reichweiler;597171;488716;16870;67273;108455;29709;78746;427336
0733603088;Ruthweiler;705631;447140;48255;58465;258491;258019;472;551846
0733603091;Schellweiler;489951;475570;34656;79544;14381;10197;4184;368465
0733603094;Selchenbach;369338;333797;15864;52037;35541;2159;33382;227796
0733603097;Thallichtenberg;681095;550964;51976;82269;130131;93378;36753;468868
0733603098;Theisbergstegen;865705;729185;64701;131272;136520;40442;96078;586583
0733604;Lauterecken, Verbandsgem.;-;-;-;-;-;-;-;-
0733604001;Adenbach;-;-;-;-;-;-;-;-
0733604012;Buborn;-;-;-;-;-;-;-;-
0733604013;Cronenberg;-;-;-;-;-;-;-;-
0733604014;Deimberg;-;-;-;-;-;-;-;-
0733604029;Ginsweiler;-;-;-;-;-;-;-;-
0733604030;Glanbrücken;-;-;-;-;-;-;-;-
0733604033;Grumbach;-;-;-;-;-;-;-;-
0733604035;Hausweiler;-;-;-;-;-;-;-;-
0733604038;Heinzenhausen;-;-;-;-;-;-;-;-
0733604040;Herren-Sulzbach;-;-;-;-;-;-;-;-
0733604043;Hohenöllen;-;-;-;-;-;-;-;-
0733604044;Homberg b Lauterecken;-;-;-;-;-;-;-;-
0733604045;Hoppstädten;-;-;-;-;-;-;-;-
0733604049;Kappeln b Lauterecken;-;-;-;-;-;-;-;-
0733604050;Kirrweiler;-;-;-;-;-;-;-;-
0733604057;Langweiler b Lauterecken;-;-;-;-;-;-;-;-
0733604058;Lauterecken;-;-;-;-;-;-;-;-
0733604060;Lohnweiler;-;-;-;-;-;-;-;-
0733604061;Medard;-;-;-;-;-;-;-;-
0733604062;Merzweiler;-;-;-;-;-;-;-;-
0733604065;Nerzweiler;-;-;-;-;-;-;-;-
0733604074;Odenbach;-;-;-;-;-;-;-;-
0733604075;Offenbach-Hundheim;-;-;-;-;-;-;-;-
0733604095;Sankt Julian;-;-;-;-;-;-;-;-
0733604100;Unterjeckenbach;-;-;-;-;-;-;-;-
0733604104;Wiesweiler;-;-;-;-;-;-;-;-
0733605;Schönenberg-Kübelberg, Verbandsgem.;20688676;18113892;4926349;3341581;2574784;838806;1594072;9965816
0733605004;Altenkirchen, Pfalz;1669042;1541429;426016;186827;127613;97410;30203;1147094
0733605011;Brücken (Pfalz);2152974;1934425;138371;280072;218549;47184;171365;1495022
0733605016;Dittweiler;1075958;1001351;244340;175248;74607;29755;30983;834977
0733605027;Frohnhofen;536956;512871;35138;103573;24085;11602;12842;379717
0733605032;Gries;1137915;947693;44128;132465;190222;194902;-4680;801942
0733605076;Ohmbach;1360128;1060562;298280;164476;299566;-130790;423989;782953
0733605092;Schönenberg-Kübelberg;6883165;5722233;828357;789216;1160932;323965;721003;4427462
0733606;Waldmohr, Verbandsgem.;18187288;15376486;5617764;2787450;2810802;581979;2010942;10975896
0733606010;Breitenbach, Pfalz;2432336;2023450;452222;314964;408886;54279;240907;1579262
0733606017;Dunzweiler;1161544;1046689;266215;127846;114855;44999;14183;736998
0733606102;Waldmohr;8121653;6314311;1550991;1047813;1807342;224627;1564481;6447749
0733607;Wolfstein, Verbandsgem.;-;-;-;-;-;-;-;-
0733607005;Aschbach;-;-;-;-;-;-;-;-
0733607019;Einöllen;-;-;-;-;-;-;-;-
0733607023;Eßweiler;-;-;-;-;-;-;-;-
0733607036;Hefersweiler;-;-;-;-;-;-;-;-
0733607042;Hinzweiler;-;-;-;-;-;-;-;-
0733607048;Jettenbach, Pfalz;-;-;-;-;-;-;-;-
0733607053;Kreimbach-Kaulbach;-;-;-;-;-;-;-;-
0733607069;Nußbach;-;-;-;-;-;-;-;-
0733607072;Oberweiler im Tal;-;-;-;-;-;-;-;-
0733607073;Oberweiler-Tiefenbach;-;-;-;-;-;-;-;-
0733607085;Reipoltskirchen;-;-;-;-;-;-;-;-
0733607086;Relsberg;-;-;-;-;-;-;-;-
0733607087;Rothselberg;-;-;-;-;-;-;-;-
0733607090;Rutsweiler an der Lauter;-;-;-;-;-;-;-;-
0733607105;Wolfstein;-;-;-;-;-;-;-;-
0733608;Lauterecken-Wolfstein;34740860;28723570;8240127;4853344;6017290;1951483;4009954;17283999
0733608001;Adenbach;152032;145125;14297;33529;6907;5113;1794;74189
0733608005;Aschbach;344474;278365;21133;38025;66109;12408;53701;188973
0733608012;Buborn;236376;117852;9387;14281;118524;6382;112142;110510
0733608013;Cronenberg;135389;130961;9864;20405;4428;2401;2027;65965
0733608014;Deimberg;92164;83195;7175;14605;8969;5168;3801;55743
0733608019;Einöllen;407756;391653;18494;55525;16103;9704;0;248979
0733608023;Eßweiler;414530;366550;31467;63086;47980;28653;19327;273616
0733608029;Ginsweiler;279732;271653;21144;47823;8079;8079;0;267991
0733608030;Glanbrücken;425509;388164;21641;53649;37345;33597;3748;218043
0733608033;Grumbach;1044198;816790;411837;86863;227408;85383;142025;398463
0733608035;Hausweiler;69199;56489;5023;13287;12710;5280;7430;51370
0733608036;Hefersweiler;510806;476296;17539;57004;34510;16675;9983;337011
0733608038;Heinzenhausen;229176;217501;13557;32687;11675;8587;3088;132348
0733608040;Herren-Sulzbach;392445;138145;6122;31368;254300;3350;250950;314380
0733608042;Hinzweiler;452321;317642;15667;52130;134679;20808;112355;275819
0733608043;Hohenöllen;278556;266137;13345;35753;12419;4605;7814;156556
0733608044;Homberg;222637;189215;12556;38203;33422;8924;24498;135750
0733608045;Hoppstädten;380866;242205;16385;43631;138661;1917;136744;258313
0733608048;Jettenbach;1133027;829801;89592;160313;303226;98740;204486;774113
0733608049;Kappeln;212528;172256;13906;26623;40272;5452;34820;131218
0733608050;Kirrweiler;148900;142576;13438;19141;6324;3180;3144;79630
0733608053;Kreimbach-Kaulbach;1056151;845275;86460;152830;210876;0;205650;780854
0733608057;Langweiler;265231;207669;17938;25397;57562;5520;52042;188481
0733608058;Lauterecken;3300496;2420053;271050;477681;880443;267970;612473;2664684
0733608060;Lohnweiler;361823;330948;17979;58715;30875;21758;9117;246484
0733608061;Medard;776833;493295;27243;143502;283538;39767;243771;558199
0733608062;Merzweiler;151118;140295;11035;14137;10823;0;10823;134643
0733608065;Nerzweiler;126093;115508;5207;20358;10585;3320;7265;56975
0733608069;Nußbach;633087;588455;29370;90827;44632;35174;65;434542
0733608072;Oberweiler im Tal;152787;134689;11705;16160;18098;8035;8547;79977
0733608073;Oberweiler-Tiefenbach;315679;299328;20053;65391;16351;7787;8564;265114
0733608074;Odenbach;1159833;974953;339841;111737;184880;23295;161585;598780
0733608075;Offenbach-Hundheim;1749793;1344899;450832;167953;404894;40257;364637;867080
0733608085;Reipoltskirchen;372450;341281;26287;40679;31169;11384;14032;222294
0733608086;Relsberg;219825;170453;9060;24143;49372;10263;34878;152046
0733608087;Rothselberg;687069;534842;21709;74624;152227;7007;143704;368391
0733608090;Rutsweiler an der Lauter;473701;357847;21666;39773;115854;18168;95235;278106
0733608095;Sankt Julian;1584829;1496534;645938;155144;88295;43327;44968;592842
0733608100;Unterjeckenbach;73013;61994;6950;10277;11019;0;11019;59665
0733608104;Wiesweiler;413311;352390;27343;52233;60921;21643;39278;262640
0733608105;Wolfstein;2718977;2091811;141779;342429;627166;525820;101346;2157330
0733609;Oberes Glantal;-;-;-;-;-;-;-;-
0733609004;Altenkirchen;-;-;-;-;-;-;-;-
0733609008;Börsborn;-;-;-;-;-;-;-;-
0733609010;Breitenbach;-;-;-;-;-;-;-;-
0733609011;Brücken (Pfalz);-;-;-;-;-;-;-;-
0733609016;Dittweiler;-;-;-;-;-;-;-;-
0733609017;Dunzweiler;-;-;-;-;-;-;-;-
0733609027;Frohnhofen;-;-;-;-;-;-;-;-
0733609031;Glan-Münchweiler;-;-;-;-;-;-;-;-
0733609032;Gries;-;-;-;-;-;-;-;-
0733609037;Henschtal;-;-;-;-;-;-;-;-
0733609041;Herschweiler-Petter.;-;-;-;-;-;-;-;-
0733609047;Hüffler;-;-;-;-;-;-;-;-
0733609054;Krottelbach;-;-;-;-;-;-;-;-
0733609056;Langenbach;-;-;-;-;-;-;-;-
0733609064;Nanzdietschweiler;-;-;-;-;-;-;-;-
0733609076;Ohmbach;-;-;-;-;-;-;-;-
0733609082;Rehweiler;-;-;-;-;-;-;-;-
0733609092;Schönenberg-Kübelb.;-;-;-;-;-;-;-;-
0733609096;Steinbach am Glan;-;-;-;-;-;-;-;-
0733609101;Wahnwegen;-;-;-;-;-;-;-;-
0733609102;Waldmohr;-;-;-;-;-;-;-;-
0733609107;Matzenbach;-;-;-;-;-;-;-;-
0733609501;Quirnbach/Pfalz;-;-;-;-;-;-;-;-
0733701;Annweiler am Trifels, Verbandsgem.;27983491;24354258;5666029;4993471;3629233;745633;2701295;16860429
0733701001;Albersweiler;2501444;2001959;436826;377038;499485;42500;456985;1819509
0733701017;Dernbach, Pfalz;574529;463725;26979;137731;110804;3750;107054;453575
0733701024;Eußerthal;843766;715644;53729;71581;128122;15572;112550;529096
0733701033;Gossersweiler-Stein;1198472;1163496;88871;171163;34976;0;34976;867240
0733701054;Münchweiler am Klingbach;155898;147805;6723;20599;8093;0;8093;94826
0733701064;Ramberg;1088366;872731;46068;183586;215635;7000;208635;764941
0733701067;Rinnthal;822619;641226;134093;80247;181393;0;57226;568506
0733701074;Silz, Pfalz;694793;688737;41222;113746;6056;0;1684;480906
0733701078;Völkersweiler;499498;495200;9915;77259;4298;0;2951;286568
0733701080;Waldhambach;386140;298327;14053;50481;87813;4000;83813;317008
0733701081;Waldrohrbach;445371;310785;17946;47813;134586;0;132167;379894
0733701083;Wernersberg;934143;862623;64409;84301;71520;0;21520;602124
0733701501;Annweiler am Trifels;9419544;8638057;1058902;1866813;781487;398444;383043;8490043
0733702;Bad Bergzabern, Verbandsgem.;39927719;34852739;8157848;8285089;5074980;1431380;3130688;24191830
0733702005;Bad Bergzabern;10328515;9264667;1074291;2095083;1063848;413876;649972;8899459
0733702006;Barbelroth;925925;613952;26133;189407;311973;8332;303641;784355
0733702008;Birkenhördt;1307211;773254;157384;187028;533957;13808;520149;811136
0733702013;Böllenborn;260807;252833;22016;82209;7974;6790;1184;245893
0733702018;Dierbach;637865;410714;18347;60329;227151;8158;218993;511115
0733702019;Dörrenbach;1043090;869108;64213;231849;173982;22611;151371;759875
0733702029;Gleiszellen-Gleishorbach;822577;780875;63128;218054;41702;5203;7364;689019
0733702037;Hergersweiler;180925;178175;10325;20460;2750;2750;0;149373
0733702045;Kapellen-Drusweiler;857592;804436;49611;164184;53156;20556;32600;701973
0733702046;Kapsweyer;874576;847509;32066;235386;27067;20181;6886;677880
0733702049;Klingenmünster;2507533;2143027;187032;598202;364506;26307;330348;2054227
0733702055;Niederhorbach;804634;396141;30909;42958;408493;2706;405787;534346
0733702056;Niederotterbach;279545;276824;15936;69488;2721;1698;1023;213191
0733702058;Oberhausen b Bad Bergzabern;393286;387222;20448;59508;6064;0;5509;259419
0733702059;Oberotterbach;1086845;1047353;87888;248883;39492;4766;33626;887556
0733702060;Oberschlettenbach;122910;121010;10470;14590;1900;1900;0;89096
0733702062;Pleisweiler-Oberhofen;1114998;992282;369801;99150;122716;16076;106640;665905
0733702071;Schweigen-Rechtenbach;1407212;1302342;112303;311377;104870;22617;12232;1173008
0733702072;Schweighofen;675552;621103;206068;69153;54449;10714;43735;433794
0733702076;Steinfeld, Pfalz;1739926;1676168;122937;394040;63758;63758;0;1462926
0733702079;Vorderweidenthal;740711;713311;224233;99047;27400;9900;17500;440213
0733703;Edenkoben;56242862;45728764;10380279;9360368;10514098;1697292;8918260;39140794
0733703002;Altdorf, Pfalz;1109367;1059246;500930;108505;50121;0;50121;669903
0733703011;Böbingen;768903;599272;61973;111524;169631;102447;67184;697157
0733703015;Burrweiler;919210;836101;60504;159630;83109;28542;54567;870757
0733703020;Edenkoben;14156408;12044817;1661590;1480113;2111591;403590;2306110;12103133
0733703021;Edesheim;2568740;2149438;157553;532981;419302;0;378214;2398471
0733703025;Flemlingen;405618;355485;25681;75061;50133;0;50133;382711
0733703027;Freimersheim, Pfalz;1163420;1062131;379134;149903;101289;6300;42743;688830
0733703028;Gleisweiler;734770;517870;42598;100621;216900;7000;209900;584902
0733703032;Gommersheim;2026314;1381294;69423;354646;645020;10292;634728;1790742
0733703035;Großfischlingen;522290;466153;39904;60212;56137;12425;43712;478300
0733703036;Hainfeld;900653;738436;62336;154610;162217;0;162217;815714
0733703047;Kirrweiler (Pfalz);3715129;2441265;33334;500873;1273864;40583;1151098;3613401
0733703048;Kleinfischlingen;499095;285980;24671;93426;213115;0;213115;480778
0733703052;Maikammer;7122276;5502174;558688;1088316;1620102;107308;1307771;6212067
0733703066;Rhodt unter Rietburg;1803068;1444730;374850;346055;358338;19052;296749;1515814
0733703069;Roschbach;842042;757426;66117;203936;84616;0;72664;636278
0733703070;Sankt Martin;1766065;1673014;48491;463051;93051;45711;47340;1602847
0733703077;Venningen;977405;796211;62875;148456;181194;23932;157262;899245
0733703084;Weyher in der Pfalz;836499;548548;47387;124239;287951;8991;257334;798444
0733704;Herxheim, Verbandsgem.;27649487;23410576;6344761;4325952;4238911;659330;3396799;18295781
0733704038;Herxheim bei Landau/Pfalz;14865011;12959361;2482769;2228641;1905650;384439;1326844;11820701
0733704039;Herxheimweyher;603028;581043;174608;85215;21985;0;21215;376166
0733704044;Insheim;1779250;1674900;187219;338089;104350;49064;51843;1465776
0733704068;Rohrbach, Pfalz;4040483;2572489;164771;461734;1467994;21046;1462746;3769159
0733705;Landau-Land, Verbandsgem.;22908003;19478829;6057419;3534786;3429174;359778;3063383;14032235
0733705007;Billigheim-Ingenheim;5262365;3802156;850058;480332;1460209;74168;1386041;4353503
0733705009;Birkweiler;1025025;893070;295132;150554;131955;0;131955;654916
0733705012;Böchingen;1191166;1031511;279577;229173;159655;0;159655;932210
0733705022;Eschbach, Pfalz;554497;516673;30176;114678;37824;0;37824;509447
0733705026;Frankweiler;824436;807179;67086;204988;17257;0;11244;775575
0733705031;Göcklingen;1177839;886265;76536;229619;291574;0;291574;859026
0733705040;Heuchelheim-Klingen;821042;729231;63884;144734;91811;76049;15762;729602
0733705042;Ilbesheim bei Landau in der Pfalz;1579436;1500595;537141;145078;78841;23815;55026;1103872
0733705043;Impflingen;997586;891307;261512;128739;106279;7368;98911;644819
0733705050;Knöringen;435197;391290;17592;76705;43907;0;43907;361716
0733705051;Leinsweiler;556462;478271;55678;124505;78191;0;78191;513743
0733705065;Ranschbach;720129;619364;176764;66369;100765;13797;86968;423394
