GENESIS-Tabelle: 13111-08-02-5-B
Sozialversicherungspflichtig Beschäftigte am Arbeits- und;;;;;;
Wohnort sowie Ein- und Auspendler über Gemeindegrenzen;;;;;;
- Stichtag 30.06. - regionale Ebenen;;;;;;
Sozialversicherungspflichtig Beschäftigte;;;;;;
30.06.2015;;;;;;
;;Sozialversicherungspfl. Beschäftigte (Arbeitsort);Einpendler(innen) über Gemeindegrenze (Arbeitsort);Sozialversicherungspfl. Beschäftigte (Wohnort);Auspendler(innen) über Gemeindegrenzen (Wohnort);Pendlersaldo (über Gemeindegrenze)
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
15091320;Senst;-;-;-;-;-
15091325;Serno;-;-;-;-;-
15091330;Söllichau;-;-;-;-;-
15091335;Stackelitz;-;-;-;-;-
15091340;Straach;-;-;-;-;-
15091345;Thießen;-;-;-;-;-
15091350;Tornau;-;-;-;-;-
15091355;Trebitz;-;-;-;-;-
15091360;Uthausen;-;-;-;-;-
15091365;Vockerode;-;-;-;-;-
15091370;Wartenburg;-;-;-;-;-
15091375;Wittenberg, Lutherstadt;20332;8239;17958;5925;2314
15091380;Wörlitz;-;-;-;-;-
15091390;Zahna;-;-;-;-;-
15091391;Zahna-Elster, Stadt;1852;1019;3841;3016;-1997
15091395;Zemnick;-;-;-;-;-
15091400;Zörnigall;-;-;-;-;-
15091405;Zschornewitz;-;-;-;-;-
15101000;Dessau, Kreisfreie Stadt;-;-;-;-;-
15151000;Anhalt-Zerbst, Kreis;-;-;-;-;-
15153000;Bernburg, Kreis;-;-;-;-;-
15154000;Bitterfeld, Kreis;-;-;-;-;-
15159000;Köthen, Kreis;-;-;-;-;-
15171000;Wittenberg, Kreis;-;-;-;-;-
15202000;Halle (Saale), Kreisfreie Stadt;-;-;-;-;-
15256000;Burgenlandkreis;-;-;-;-;-
15260000;Mansfelder Land, Kreis;-;-;-;-;-
15261000;Merseburg-Querfurt, Kreis;-;-;-;-;-
15265000;Saalkreis;-;-;-;-;-
15266000;Sangerhausen, Kreis;-;-;-;-;-
15268000;Weißenfels, Kreis;-;-;-;-;-
15303000;Magdeburg, Kreisfreie Stadt;-;-;-;-;-
15352000;Aschersleben-Staßfurt, Kreis;-;-;-;-;-
15355000;Bördekreis;-;-;-;-;-
15357000;Halberstadt, Kreis;-;-;-;-;-
15358000;Jerichower Land, Kreis;-;-;-;-;-
15362000;Ohrekreis;-;-;-;-;-
15363000;Stendal, Kreis;-;-;-;-;-
15364000;Quedlinburg, Kreis;-;-;-;-;-
15367000;Schönebeck, Kreis;-;-;-;-;-
15369000;Wernigerode, Kreis;-;-;-;-;-
15370000;Altmarkkreis Salzwedel, Kreis;-;-;-;-;-
16051000;Erfurt, krsfr. Stadt;104430;47468;78137;21269;26199
16052000;Gera, krsfr. Stadt;35961;15550;33655;13272;2278
16053000;Jena, krsfr. Stadt;53850;25299;38783;10270;15029
16054000;Suhl, krsfr. Stadt;15774;8559;13343;6144;2415
16055000;Weimar, krsfr. Stadt;23643;12227;21778;10380;1847
16056000;Eisenach, krsfr. Stadt;23938;13816;16630;6529;7287
16061001;Arenshausen;382;323;484;425;-102
16061002;Asbach-Sickenberg;.;.;31;30;.
16061003;Berlingerode;411;350;544;485;-135
16061004;Bernterode (bei Heilbad Heiligenstadt);29;20;107;98;-78
16061005;Bernterode (bei Worbis);-;-;-;-;-
16061007;Birkenfelde;.;.;242;212;.
16061009;Bischofferode;-;-;-;-;-
16061011;Bockelnhagen;-;-;-;-;-
16061012;Bodenrode-Westhausen;119;79;525;485;-406
16061014;Bornhagen;42;30;123;111;-81
16061015;Brehme;80;31;480;431;-400
16061017;Breitenworbis;865;598;1382;1115;-517
16061018;Büttstedt;94;53;400;359;-306
16061019;Buhla;43;29;192;178;-149
16061021;Burgwalde;.;.;108;108;.
16061022;Deuna;631;482;532;384;98
16061023;Dieterode;7;4;40;37;-33
16061024;Dietzenrode/Vatterode;.;.;53;52;.
16061025;Dingelstädt, Stadt;2002;1413;1757;1169;244
16061026;Ecklingerode;44;25;323;304;-279
16061027;Effelder;98;44;554;500;-456
16061028;Eichstruth;.;.;36;36;-36
16061031;Ferna;57;45;237;225;-180
16061032;Freienhagen;.;.;126;120;.
16061033;Fretterode;.;.;77;68;.
16061034;Geisleden;400;344;413;357;-13
16061035;Geismar;351;282;489;420;-138
16061036;Gerbershausen;193;165;286;258;-93
16061037;Gernrode;284;206;674;596;-390
16061038;Gerterode;18;12;158;152;-140
16061039;Glasehausen;.;.;74;74;-74
16061041;Großbartloff;100;60;386;346;-286
16061042;Großbodungen;-;-;-;-;-
16061043;Hausen;44;29;195;180;-151
16061044;Haynrode;558;455;288;186;269
16061045;Heilbad Heiligenstadt, Stadt;10050;6676;6443;3073;3603
16061046;Helmsdorf;32;23;220;211;-188
16061047;Heuthen;115;70;313;268;-198
16061048;Hohengandern;184;162;262;240;-78
16061049;Hohes Kreuz;79;48;611;580;-532
16061051;Holungen;-;-;-;-;-
16061052;Hundeshagen;111;58;476;423;-365
16061053;Jützenbach;-;-;-;-;-
16061054;Kallmerode;44;36;254;246;-210
16061055;Kefferhausen;42;27;305;291;-264
16061056;Kella;17;6;202;191;-185
16061057;Kirchgandern;317;281;272;236;45
16061058;Kirchworbis;193;137;560;504;-367
16061059;Kleinbartloff;345;316;172;143;173
16061061;Kreuzebra;110;63;329;282;-219
16061062;Krombach;.;.;74;73;.
16061063;Küllstedt;417;287;569;439;-152
16061065;Lenterode;7;5;151;149;-144
16061066;Lindewerra;44;34;90;80;-46
16061067;Lutter;53;35;305;287;-252
16061068;Mackenrode;5;4;150;149;-145
16061069;Marth;.;.;136;127;.
16061073;Neustadt;-;-;-;-;-
16061074;Niederorschel;735;474;1292;1031;-557
16061075;Pfaffschwende;158;127;138;107;20
16061076;Reinholterode;75;53;351;329;-276
16061077;Röhrig;.;.;108;108;.
16061078;Rohrberg;.;.;118;116;.
16061082;Rustenfelde;30;21;232;223;-202
16061083;Schachtebich;.;.;108;107;.
16061084;Schönhagen;10;6;73;69;-63
16061085;Schwobfeld;.;.;45;45;.
16061086;Sickerode;.;.;66;61;.
16061087;Silberhausen;52;42;259;249;-207
16061088;Silkerode;-;-;-;-;-
16061089;Steinbach;74;48;220;194;-146
16061091;Steinheuterode;.;.;121;118;.
16061092;Steinrode;-;-;-;-;-
16061093;Stöckey;-;-;-;-;-
16061094;Tastungen;34;27;104;97;-70
16061096;Thalwenden;89;70;160;141;-71
16061097;Uder;760;593;1081;914;-321
16061098;Volkerode;.;.;108;107;.
16061099;Vollenborn;-;-;-;-;-
16061101;Wachstedt;149;122;195;168;-46
16061102;Wahlhausen;150;135;120;105;30
16061103;Wehnde;.;.;170;166;.
16061104;Weißenborn-Lüderode;-;-;-;-;-
16061105;Wiesenfeld;.;.;118;117;.
16061107;Wingerode;268;202;521;455;-253
16061111;Wüstheuterode;107;68;271;232;-164
16061112;Zwinge;-;-;-;-;-
16061113;Schimberg;616;360;932;676;-316
16061114;Teistungen;644;475;1135;967;-492
16061115;Leinefelde-Worbis, Stadt;10623;7429;7181;3995;3434
16061116;Am Ohmberg;890;578;1530;1221;-643
16061117;Sonnenstein;506;240;2071;1805;-1565
16062001;Auleben;-;-;-;-;-
16062002;Bleicherode, Stadt;1908;1213;2241;1547;-334
16062004;Buchholz;46;37;96;87;-50
16062005;Ellrich, Stadt;1219;756;2154;1692;-936
16062006;Etzelsrode;.;.;40;39;.
16062007;Friedrichsthal;.;.;98;91;.
16062008;Görsbach;92;56;438;402;-346
16062009;Großlohra;84;64;410;390;-326
16062014;Hainrode/Hainleite;42;31;129;118;-87
16062015;Hamma;-;-;-;-;-
16062016;Harzungen;.;.;117;107;.
16062017;Heringen/Helme, Stadt;-;-;-;-;-
16062018;Herrmannsacker;10;3;162;155;-152
16062022;Ilfeld;-;-;-;-;-
16062024;Kehmstedt;13;6;198;191;-185
16062025;Kleinbodungen;.;.;141;136;.
16062026;Kleinfurra;81;60;477;456;-396
16062029;Kraja;.;.;128;128;-128
16062033;Lipprechterode;15;12;210;207;-195
16062036;Neustadt/Harz;252;195;421;364;-169
16062037;Niedergebra;129;109;289;269;-160
16062038;Niedersachswerfen;-;-;-;-;-
16062039;Nohra;176;138;371;333;-195
16062041;Nordhausen, Stadt;22107;12132;14813;4856;7276
16062046;Rehungen;-;-;-;-;-
16062049;Sollstedt;546;355;1056;866;-511
16062054;Urbach;218;167;429;379;-212
16062055;Uthleben;-;-;-;-;-
16062057;Windehausen;-;-;-;-;-
16062058;Wipperdorf;97;51;590;544;-493
16062059;Wolkramshausen;130;103;396;369;-266
16062062;Hohenstein;154;72;985;903;-831
16062063;Werther;623;440;1435;1252;-812
16062064;Heringen/Helme, Stadt;810;457;1919;1567;-1110
16062065;Harztor;991;600;2236;1846;-1246
16063001;Andenhausen;-;-;-;-;-
16063002;Bad Liebenstein, Stadt;-;-;-;-;-
16063003;Bad Salzungen, Stadt;7410;5063;6024;3698;1365
16063004;Barchfeld-Immelborn;2438;1929;2060;1555;374
16063006;Berka v. d. Hainich;77;52;352;327;-275
16063007;Berka/Werra, Stadt;1964;1497;1964;1499;-2
16063008;Bischofroda;47;35;331;319;-284
16063009;Brunnhartshausen;.;.;183;174;.
16063011;Buttlar;324;238;627;541;-303
16063013;Creuzburg, Stadt;877;660;1030;813;-153
16063014;Dankmarshausen;90;60;420;390;-330
16063015;Dermbach;954;660;1320;1027;-367
16063016;Diedorf/Rhön;109;83;152;126;-43
16063017;Dippach;.;.;510;451;.
16063018;Dorndorf;-;-;-;-;-
16063019;Ebenshausen;.;.;150;140;.
16063023;Empfertshausen;211;184;228;201;-17
16063024;Ettenhausen a.d. Suhl;.;.;169;164;.
16063026;Fischbach/Rhön;-;-;-;-;-
16063028;Frankenroda;.;.;151;144;.
16063029;Frauensee;45;30;382;367;-337
16063032;Geisa, Stadt;1575;1029;2074;1530;-501
16063033;Gerstengrund;.;.;35;35;-35
16063036;Großensee;.;.;75;71;.
16063037;Hallungen;.;.;81;78;.
16063039;Ifta;213;185;501;473;-288
16063041;Immelborn;-;-;-;-;-
16063043;Kaltenlengsfeld;-;-;-;-;-
16063044;Kaltennordheim, Stadt;-;-;-;-;-
16063045;Klings;-;-;-;-;-
16063046;Krauthausen;1252;1179;819;746;433
16063049;Lauterbach;83;57;313;287;-230
16063051;Leimbach;531;457;715;642;-185
16063052;Marksuhl;1568;1208;1323;965;243
16063053;Martinroda;-;-;-;-;-
16063054;Merkers-Kieselbach;-;-;-;-;-
16063055;Mihla;858;656;911;711;-55
16063058;Nazza;.;.;237;210;.
16063059;Neidhartshausen;.;.;142;139;.
16063062;Oechsen;36;23;281;268;-245
16063066;Ruhla, Stadt;1049;523;2336;1810;-1287
16063068;Schleid;41;22;485;466;-444
16063069;Schweina;-;-;-;-;-
16063071;Seebach;953;816;741;605;211
16063072;Stadtlengsfeld, Stadt;547;398;1002;853;-455
16063073;Steinbach;-;-;-;-;-
16063075;Tiefenort;476;309;1700;1533;-1224
16063076;Treffurt, Stadt;800;338;2152;1690;-1352
16063078;Unterbreizbach;1385;1052;1570;1238;-186
16063081;Urnshausen;58;40;307;289;-249
16063082;Vacha, Stadt;1297;887;2268;1860;-973
16063083;Völkershausen;-;-;-;-;-
16063084;Weilar;112;80;336;304;-224
16063086;Wiesenthal;52;25;370;343;-318
16063087;Wölferbütt;-;-;-;-;-
16063089;Wolfsburg-Unkeroda;35;25;274;264;-239
16063092;Wutha-Farnroda;2043;1536;2571;2067;-531
16063093;Zella/Rhön;25;12;197;184;-172
16063094;Moorgrund;689;484;1547;1345;-861
16063097;Gerstungen;2074;1468;2591;1987;-519
16063098;Hörselberg-Hainich;2892;2302;2857;2269;33
16063099;Bad Liebenstein, Stadt;2254;1366;3133;2245;-879
16063101;Krayenberggemeinde;2065;1682;2197;1819;-137
16063102;Kaltennordheim, Stadt;714;434;1414;1134;-700
16064001;Altengottern;139;109;475;445;-336
16064003;Bad Langensalza, Stadt;7767;4544;6823;3603;941
16064004;Bad Tennstedt, Stadt;1062;779;940;658;121
16064005;Ballhausen;50;29;367;346;-317
16064007;Blankenburg;.;.;67;65;.
16064008;Bothenheilingen;48;35;198;185;-150
16064009;Bruchstedt;.;.;99;93;.
16064014;Dünwald;526;347;992;813;-466
16064017;Flarchheim;11;7;191;187;-180
16064018;Großengottern;567;396;901;735;-339
16064019;Großvargula;91;56;306;271;-215
16064021;Haussömmern;.;.;101;96;.
16064022;Herbsleben;356;165;1276;1087;-922
16064023;Heroldishausen;7;.;82;.;.
16064024;Heyerode;-;-;-;-;-
16064025;Hildebrandshausen;-;-;-;-;-
16064027;Hornsömmern;.;.;72;70;.
16064029;Issersheilingen;.;.;60;57;.
16064032;Kammerforst;49;21;324;296;-275
16064033;Kirchheilingen;310;246;358;294;-48
16064035;Kleinwelsbach;.;.;65;65;-65
16064036;Klettstedt;.;.;96;89;.
16064037;Körner;282;161;725;604;-443
16064038;Kutzleben;97;62;246;211;-149
16064039;Langula;-;-;-;-;-
16064042;Lengenfeld unterm Stein;-;-;-;-;-
16064043;Marolterode;83;65;149;131;-66
16064045;Mittelsömmern;.;.;83;73;.
16064046;Mühlhausen/Thüringen, Stadt;16179;9048;11858;4737;4311
16064047;Mülverstedt;83;50;301;268;-218
16064048;Neunheilingen;60;35;194;169;-134
16064049;Niederdorla;-;-;-;-;-
16064051;Oberdorla;-;-;-;-;-
16064052;Obermehler;158;126;323;291;-165
16064053;Oppershausen;.;.;130;127;.
16064055;Rodeberg;725;508;919;702;-194
16064057;Schlotheim, Stadt;1517;903;1354;741;162
16064058;Schönstedt;277;222;550;496;-274
16064061;Sundhausen;11;4;170;163;-159
16064062;Tottleben;6;4;60;58;-54
16064064;Urleben;58;45;183;170;-125
16064065;Weberstedt;89;46;244;201;-155
16064066;Weinbergen;663;490;1341;1172;-682
16064069;Katharinenberg;-;-;-;-;-
16064071;Unstruttal;460;353;1344;1237;-884
16064072;Menteroda;375;257;782;665;-408
16064073;Anrode;373;229;1424;1281;-1052
16064074;Südeichsfeld;1191;569;2823;2201;-1632
16064075;Vogtei;961;589;1829;1458;-869
16065001;Abtsbessingen;.;.;217;198;.
16065002;Artern/Unstrut, Stadt;2157;1594;1806;1245;349
16065003;Bad Frankenhausen/Kyffhäuser, Stadt;2506;1368;3061;1923;-555
16065004;Badra;-;-;-;-;-
16065005;Bellstedt;5;3;79;77;-74
16065006;Bendeleben;-;-;-;-;-
16065008;Borxleben;27;16;114;103;-87
16065011;Bretleben;10;3;219;212;-209
16065012;Clingen, Stadt;60;45;424;409;-364
16065013;Donndorf;161;116;272;227;-111
16065014;Ebeleben, Stadt;994;691;1045;743;-52
16065016;Etzleben;.;.;101;99;.
16065018;Freienbessingen;.;.;71;71;.
16065019;Gehofen;38;19;262;243;-224
16065021;Göllingen;-;-;-;-;-
16065022;Gorsleben;18;13;200;195;-182
16065023;Greußen, Stadt;1046;683;1312;950;-267
16065027;Günserode;-;-;-;-;-
16065029;Hachelbich;-;-;-;-;-
16065031;Hauteroda;114;70;214;170;-100
16065032;Helbedündorf;247;87;956;796;-709
16065033;Heldrungen, Stadt;741;582;777;618;-36
16065034;Hemleben;9;5;86;82;-77
16065035;Heygendorf;57;31;204;178;-147
16065038;Holzsußra;.;.;116;107;.
16065039;Ichstedt;44;26;250;232;-206
16065042;Kalbsrieth;78;54;260;236;-182
16065046;Mönchpfiffel-Nikolausrieth;.;.;146;135;.
16065047;Nausitz;.;.;78;76;.
16065048;Niederbösa;.;.;49;47;.
16065051;Oberbösa;16;9;147;140;-131
16065052;Oberheldrungen;137;102;286;251;-149
16065054;Oldisleben;438;312;749;624;-312
16065056;Reinsdorf;49;34;262;247;-213
16065057;Ringleben;355;293;333;272;21
16065058;Rockstedt;.;.;101;100;.
16065061;Roßleben, Stadt;1011;589;1678;1258;-669
16065062;Rottleben;-;-;-;-;-
16065066;Seega;-;-;-;-;-
16065067;Sondershausen, Stadt;8720;3943;8273;3499;444
16065068;Steinthaleben;-;-;-;-;-
16065072;Thüringenhausen;.;.;43;42;.
16065074;Topfstedt;54;37;267;250;-213
16065075;Trebra;41;34;122;115;-81
16065076;Voigtstedt;30;16;295;281;-265
16065077;Wasserthaleben;20;15;163;158;-143
16065079;Westgreußen;.;.;177;171;.
16065081;Wiehe, Stadt;615;443;673;502;-59
16065082;Wolferschwenda;.;.;53;49;.
16065084;Großenehrich, Stadt;308;155;1029;876;-721
16065085;Kyffhäuserland;406;205;1596;1395;-1190
16066001;Altersbach;.;.;207;198;.
16066002;Aschenhausen;.;.;74;74;-74
16066003;Bauerbach;-;-;-;-;-
16066005;Belrieth;20;14;160;154;-140
16066006;Benshausen;846;697;934;785;-88
16066008;Bermbach;63;41;220;198;-157
16066012;Birx;.;.;78;76;.
16066013;Breitungen/Werra;1153;761;2049;1658;-897
16066014;Brotterode, Kurort, Stadt;-;-;-;-;-
16066015;Christes;90;73;249;232;-159
16066016;Dillstädt;114;84;331;301;-217
16066017;Einhausen;.;.;183;173;.
16066018;Ellingshausen;.;.;120;116;.
16066019;Erbenhausen;.;.;262;244;.
16066022;Fambach;746;581;937;772;-191
16066023;Floh-Seligenthal;1819;1027;2571;1779;-752
16066024;Frankenheim/Rhön;101;48;491;438;-390
16066025;Friedelshausen;.;.;127;116;.
16066028;Henneberg;33;21;259;247;-226
16066031;Herpf;-;-;-;-;-
16066033;Hümpfershausen;17;7;185;175;-168
16066035;Kaltensundheim;282;204;355;277;-73
16066036;Kaltenwestheim;69;47;409;387;-340
16066038;Kühndorf;55;30;376;351;-321
16066039;Leutersdorf;18;11;114;107;-96
16066041;Mehmels;.;.;152;151;.
16066042;Meiningen, Stadt;11227;7228;8036;4058;3170
16066043;Melpers;.;.;45;44;.
16066044;Metzels;48;36;305;293;-257
16066045;Neubrunn;91;72;256;237;-165
16066047;Oberhof, Stadt;706;450;666;412;38
16066048;Oberkatz;.;.;111;110;.
16066049;Obermaßfeld-Grimmenthal;282;227;515;460;-233
16066051;Oberschönau, Kurort;110;56;338;284;-228
16066052;Oberweid;65;54;209;198;-144
16066053;Oepfershausen;21;9;230;218;-209
16066056;Rippershausen;349;303;418;373;-70
16066057;Ritschenhausen;483;467;168;152;315
16066058;Rohr;317;236;447;366;-130
16066059;Rosa;60;44;311;295;-251
16066061;Roßdorf;45;29;286;270;-241
16066062;Rotterode;156;130;298;272;-142
16066063;Schmalkalden, Kurort, Stadt;8534;4953;7555;3975;978
16066064;Schwallungen;447;324;1045;922;-598
16066065;Schwarza;347;285;530;468;-183
16066067;Springstille;247;216;253;222;-6
16066069;Steinbach-Hallenberg, Kurort, Stadt;2030;1353;1996;1323;30
16066071;Stepfershausen;23;10;284;272;-262
16066073;Sülzfeld;374;335;381;343;-8
16066074;Brotterode-Trusetal, Stadt;2406;1302;2676;1574;-272
16066075;Unterkatz;.;.;138;131;.
16066076;Untermaßfeld;225;186;483;444;-258
16066077;Unterschönau;112;85;205;178;-93
16066078;Unterweid;35;24;185;174;-150
16066079;Utendorf;21;15;229;223;-208
16066081;Vachdorf;61;24;329;292;-268
16066082;Viernau;729;547;814;632;-85
16066083;Wahns;26;15;164;153;-138
16066084;Wallbach;.;.;166;165;.
16066085;Walldorf;617;468;941;793;-325
16066086;Wasungen, Stadt;882;544;1404;1066;-522
16066088;Wölfershausen;.;.;146;144;.
16066092;Zella-Mehlis, Stadt;4837;3532;4102;2801;731
16066093;Rhönblick;242;115;1241;1114;-999
16066094;Grabfeld;1158;754;2458;2055;-1301
16067001;Apfelstädt;-;-;-;-;-
16067002;Aspach;-;-;-;-;-
16067003;Ballstädt;29;17;304;292;-275
16067004;Bienstädt;.;.;308;292;.
16067005;Brüheim;.;.;211;208;.
16067006;Bufleben;59;47;483;471;-424
16067008;Crawinkel;407;359;637;589;-230
16067009;Dachwig;379;264;711;596;-332
16067011;Döllstädt;253;192;458;397;-205
16067012;Ebenheim;-;-;-;-;-
16067013;Emleben;623;572;326;275;297
16067016;Eschenbergen;21;15;333;327;-312
16067019;Friedrichroda, Stadt;1853;1154;2979;2280;-1126
16067021;Friedrichswerth;22;15;221;214;-199
16067022;Friemar;135;95;480;440;-345
16067023;Fröttstädt;-;-;-;-;-
16067024;Gamstädt;-;-;-;-;-
16067025;Georgenthal/Thür. Wald;604;448;1005;849;-401
16067026;Gierstädt;350;210;471;331;-121
16067027;Goldbach;227;167;725;665;-498
16067029;Gotha, Stadt;19573;11442;16833;8716;2726
16067031;Grabsleben;-;-;-;-;-
16067032;Gräfenhain;95;69;590;564;-495
16067033;Großfahner;186;144;356;315;-171
16067035;Haina;.;.;217;215;.
16067036;Herrenhof;148;114;339;305;-191
16067037;Hochheim;8;3;221;216;-213
16067038;Hörselgau;-;-;-;-;-
16067039;Hohenkirchen;73;60;361;348;-288
16067041;Ingersleben;-;-;-;-;-
16067042;Laucha;-;-;-;-;-
16067044;Luisenthal;222;147;526;451;-304
16067045;Mechterstädt;-;-;-;-;-
16067046;Metebach;-;-;-;-;-
16067047;Molschleben;90;46;477;433;-387
16067048;Mühlberg;-;-;-;-;-
16067051;Neudietendorf;-;-;-;-;-
16067052;Nottleben;65;58;191;184;-126
16067053;Ohrdruf, Stadt;4614;3618;2241;1248;2370
16067054;Petriroda;.;.;133;129;.
16067055;Pferdingsleben;.;.;186;182;.
16067056;Remstädt;57;38;408;389;-351
16067059;Schwabhausen;740;705;369;334;371
16067062;Seebergen;-;-;-;-;-
16067063;Sonneborn;664;520;571;427;93
16067064;Tabarz/Thür. Wald;868;519;1510;1161;-642
16067065;Tambach-Dietharz/Thür. Wald, Stadt;1686;893;1865;1074;-181
16067066;Teutleben;-;-;-;-;-
16067067;Tonna;379;277;1019;919;-642
16067068;Tröchtelborn;22;11;135;124;-113
16067069;Trügleben;-;-;-;-;-
16067071;Tüttleben;278;221;326;269;-48
16067072;Waltershausen, Stadt;5112;3448;5109;3446;2
16067073;Wandersleben;-;-;-;-;-
16067074;Wangenheim;.;.;297;285;.
16067075;Warza;166;141;316;291;-150
16067077;Weingarten;-;-;-;-;-
16067078;Westhausen;29;20;232;223;-203
16067081;Wölfis;123;55;633;565;-510
16067082;Zimmernsupra;6;3;137;134;-131
16067083;Leinatal;740;531;1556;1347;-816
16067084;Emsetal;-;-;-;-;-
16067085;Günthersleben-Wechmar;923;680;1344;1102;-422
16067086;Drei Gleichen;1121;765;2250;1896;-1131
16067087;Nesse-Apfelstädt;2773;2264;2501;1998;266
16067088;Hörsel;2251;1831;2268;1851;-20
16068001;Alperstedt;267;229;385;347;-118
16068002;Andisleben;137;111;252;226;-115
16068003;Beichlingen;25;18;205;198;-180
16068004;Bilzingsleben;41;25;307;291;-266
16068005;Büchel;.;.;114;108;.
16068006;Buttstädt, Stadt;866;606;930;670;-64
16068007;Eckstedt;.;.;252;244;.
16068008;Ellersleben;41;30;103;92;-62
16068009;Elxleben;1214;1050;954;791;259
16068011;Eßleben-Teutleben;11;4;140;133;-129
16068012;Frömmstedt;.;.;214;169;.
16068013;Gangloffsömmern;41;32;461;452;-420
16068014;Gebesee, Stadt;977;854;890;767;87
16068015;Griefstedt;.;.;123;120;.
16068016;Großbrembach;58;36;295;273;-237
16068017;Großmölsen;5;.;100;.;.
16068018;Großmonra;-;-;-;-;-
16068019;Großneuhausen;64;42;296;274;-232
16068021;Großrudestedt;329;243;827;741;-498
16068022;Günstedt;41;30;271;260;-230
16068023;Guthmannshausen;68;48;273;253;-205
16068024;Hardisleben;14;8;247;241;-233
16068025;Haßleben;92;55;435;398;-343
16068026;Henschleben;6;6;164;164;-158
16068027;Herrnschwende;5;.;107;.;.
16068028;Kannawurf;62;40;325;304;-264
16068029;Kindelbrück, Stadt;417;246;727;565;-319
16068031;Kleinbrembach;24;21;129;126;-105
16068032;Kleinmölsen;3;.;167;.;.
16068033;Kleinneuhausen;.;.;164;160;.
16068034;Kölleda, Stadt;4336;3441;2338;1445;1996
16068035;Mannstedt;.;.;154;152;.
16068036;Markvippach;20;9;276;265;-256
16068037;Nöda;76;64;395;383;-319
16068038;Olbersleben;119;86;325;292;-206
16068039;Ollendorf;32;24;200;192;-168
16068041;Ostramondra;28;21;189;182;-161
16068042;Rastenberg, Stadt;780;537;1073;830;-293
16068043;Riethgen;26;17;111;102;-85
16068044;Riethnordhausen;42;31;452;442;-411
16068045;Ringleben;22;16;216;210;-194
16068046;Rudersdorf;.;.;142;135;.
16068047;Schillingstedt;.;.;91;88;.
16068048;Schloßvippach;222;153;645;576;-423
16068049;Schwerstedt;26;20;247;241;-221
16068051;Sömmerda, Stadt;8486;5142;7219;3875;1267
16068052;Sprötau;85;66;350;331;-265
16068053;Straußfurt;809;686;701;579;107
16068055;Udestedt;76;44;343;311;-267
16068056;Vogelsberg;154;121;286;253;-132
16068057;Walschleben;415;352;799;736;-384
16068058;Weißensee, Stadt;1815;1422;1368;975;447
16068059;Werningshausen;38;22;280;264;-242
16068061;Witterda;159;122;488;451;-329
16068062;Wundersleben;37;29;290;282;-253
16069001;Ahlstädt;.;.;77;77;-77
16069002;Bad Colberg-Heldburg, Stadt;484;318;1008;843;-525
16069003;Beinerstadt;.;.;156;145;.
16069004;Bischofrod;6;.;64;.;.
16069005;Bockstadt;-;-;-;-;-
16069006;Brünn/Thür.;9;5;211;207;-202
16069008;Dingsleben;.;.;145;135;.
16069009;Ehrenberg;.;.;97;94;.
16069011;Eichenberg;.;.;92;87;.
16069012;Eisfeld, Stadt;2013;1369;2567;1924;-555
16069014;Gleichamberg;-;-;-;-;-
16069015;Gompertshausen;37;13;231;208;-195
16069016;Grimmelshausen;.;.;70;69;.
16069017;Grub;.;.;71;69;.
16069018;Haina;-;-;-;-;-
16069019;Hellingen;205;166;484;446;-280
16069021;Henfstädt;.;.;138;136;.
16069024;Hildburghausen, Stadt;5643;3563;4722;2649;914
16069025;Kloster Veßra;119;108;134;123;-15
16069026;Lengfeld;22;12;192;182;-170
16069028;Marisfeld;29;16;196;183;-167
16069031;Mendhausen;-;-;-;-;-
16069032;Milz;-;-;-;-;-
16069035;Oberstadt;.;.;157;135;.
16069037;Reurieth;107;77;405;375;-298
16069038;Römhild, Stadt;-;-;-;-;-
16069039;Sachsenbrunn;210;138;962;890;-752
16069041;Schlechtsart;.;.;81;79;.
16069042;Schleusegrund;1151;791;1206;846;-55
16069043;Schleusingen, Stadt;2529;1741;2213;1427;314
16069044;Schmeheim;.;.;121;112;.
16069046;Schweickershausen;.;.;64;63;.
16069047;St.Bernhard;.;.;125;124;.
16069048;St.Kilian;240;167;1292;1219;-1052
16069049;Straufhain;605;420;1286;1101;-681
16069051;Themar, Stadt;743;498;1181;939;-441
16069052;Ummerstadt, Stadt;212;178;246;212;-34
16069053;Veilsdorf;681;418;1397;1134;-716
16069055;Westenfeld;-;-;-;-;-
16069056;Westhausen;293;255;262;224;31
16069058;Auengrund;1733;1370;1426;1065;305
16069059;Nahetal-Waldau;461;328;1314;1182;-854
16069061;Masserberg;395;183;950;739;-556
16069062;Römhild, Stadt;1744;1010;3152;2418;-1408
16070001;Alkersleben;.;.;139;135;.
16070002;Altenfeld;491;390;364;263;127
16070003;Angelroda;.;.;154;152;.
16070004;Arnstadt, Stadt;12042;7848;8928;4742;3106
16070005;Böhlen;.;.;223;213;.
16070006;Bösleben-Wüllersleben;223;179;274;230;-51
16070008;Dornheim;229;217;241;229;-12
16070011;Elgersburg;217;166;505;454;-288
16070012;Elleben;55;43;359;347;-304
16070013;Elxleben;22;15;264;257;-242
16070014;Frankenhain;94;67;280;253;-186
16070015;Frauenwald;161;110;368;319;-209
16070016;Friedersdorf;.;.;69;64;.
16070017;Gehlberg;69;37;184;152;-115
16070018;Gehren, Stadt;1116;677;1606;1170;-493
16070019;Geraberg;560;394;956;791;-397
