GENESIS-Tabelle: 71517-01-03-5-B
Bruttoeinnahmen der Gemeinden - Jahressumme -;;;;;;;;;;
regionale Ebenen;;;;;;;;;;
Vierteljährliche Kassenergebnisse, Sektor Kommunen;;;;;;;;;;
2014;;;;;;;;;;
;;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden
;;;Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden)
;;;Einnahmen des Verwaltungshaushalts, insgesamt;Steuern und steuerähnliche Einnahmen;allgem. Zuweisung,Umlagen v.Bund,Land,Gemeinden/GV;Gebühren und zweckgebundene Abgaben;Einnahmen des Vermögenshaushalts, insgesamt;Beiträge und ähnliche Entgelte;Zuweisungen, Zuschüsse f.Investitionsförderungen..;Kredite und innere Darlehen
;;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR
09180126;Oberau;6020004;5417349;2837243;827540;883721;602655;70975;164900;110000
09180127;Ohlstadt;5683464;4502011;2129452;1346855;486610;1181453;86667;566350;0
09180128;Riegsee;2382999;2131018;903824;519486;391000;251981;39355;184426;0
09180129;Saulgrub;2830312;2473499;1033843;758666;348086;356813;81653;148080;0
09180131;Schwaigen;2837735;919767;337358;331168;90039;1917968;694628;321150;0
09180132;Seehausen a.Staffelsee;7982293;7258567;5264307;507722;519640;723726;49440;228615;0
09180133;Spatzenhausen;1363613;1135231;547357;316855;147061;228382;28821;137117;50000
09180134;Uffing a.Staffelsee;5474193;4816251;2793387;577872;569192;657942;9173;164274;0
09180135;Unterammergau;2838819;2390277;823505;883103;363198;448542;242197;136500;0
09180136;Wallgau;3590384;2708747;1141184;474774;612517;881637;25554;161073;0
09180444;Gem.fr. Geb. Garmisch-Partenkirchen;0;0;0;0;0;0;0;0;0
09181111;Apfeldorf;2756202;1705986;767732;457616;217166;1050216;249030;230100;0
09181113;Denklingen;8688342;6771668;5353824;195423;554329;1916674;117868;5000;0
09181114;Dießen am Ammersee, M;19168637;15936620;9352359;2521768;1655467;3232017;245633;785613;0
09181115;Eching am Ammersee;4106856;3019732;2112986;383814;184742;1087124;10305;190950;0
09181116;Egling a.d.Paar;3907003;3117680;1797796;516721;333354;789323;202872;223674;0
09181118;Eresing;4110921;3316503;2050429;462022;334338;794418;19484;125523;533000
09181120;Finning;5833501;2934002;1799803;415896;271011;2899498;177999;116102;0
09181121;Fuchstal;9244056;6653116;2863836;1459415;750766;2590939;518077;887833;25500
09181122;Geltendorf;10361777;7461968;4520526;1117078;772488;2899809;56065;191950;336375
09181123;Greifenberg;6673657;4044267;2744359;482956;293980;2629390;26288;169800;0
09181124;Hofstetten;4137040;2437767;1309642;656988;241819;1699273;515606;341750;0
09181126;Hurlach;3894748;2606256;1179533;682823;303856;1288492;375187;220716;0
09181127;Igling;6776881;4075259;1677611;1012085;657187;2701622;661300;251217;39012
09181128;Kaufering, M;18237647;16466378;11734220;1531963;523115;1771269;19654;995988;0
09181129;Kinsau;1915172;1671451;762493;498415;176335;243721;32202;138100;0
09181130;Landsberg am Lech, GKSt;65705480;60784724;41281488;2504133;3910666;4920756;932918;1246782;0
09181131;Obermeitingen;5417995;2208657;869335;647760;109656;3209338;931599;274922;200000
09181132;Penzing;7762793;5167717;2856136;946353;588731;2595076;32236;184350;0
09181133;Vilgertshofen;4658730;3890104;1779960;907967;394328;768626;364571;134804;0
09181134;Prittriching;6174033;4386266;2184491;877594;609963;1787767;382990;424562;0
09181135;Reichling;3219237;2408101;1042276;705297;325484;811136;248719;320037;0
09181137;Rott;7312095;2549564;1063926;550080;291636;4762531;58578;1505274;0
09181138;Scheuring;5079817;3345714;1548173;794785;379197;1734103;165854;560781;0
09181139;Schondorf am Ammersee;12850587;7151702;4712772;863706;514597;5698885;7601;96450;4400000
09181140;Schwifting;2495402;1367250;672113;354999;132608;1128152;213105;122750;0
09181141;Pürgen;5828482;4939307;2999180;794234;479086;889174;352242;136500;0
09181142;Thaining;2362988;1404662;688379;318847;204326;958326;280570;336153;0
09181143;Unterdießen;2412654;2095411;984897;565483;157910;317244;40742;221812;0
09181144;Utting am Ammersee;8325230;7537298;4958227;534609;883423;787932;20382;130000;214600
09181145;Weil;4308102;3974532;1533990;941782;603532;333570;83273;141750;0
09181146;Windach;11918192;6886072;4467275;891470;470352;5032120;24849;348070;0
09181444;Gem.fr. Geb. Landsberg am Lech;0;0;0;0;0;0;0;0;0
09182111;Bad Wiessee;18470187;17030846;5307457;3426102;4811359;1439341;83633;151035;0
09182112;Bayrischzell;4343892;3464124;1383968;595321;786695;879768;42650;115164;0
09182114;Fischbachau;10869054;8466075;4143993;1863133;1101966;2402979;142012;665420;1000000
09182116;Gmund a.Tegernsee;19875650;13042643;8612173;728555;964563;6833007;18568;1565091;0
09182119;Hausham;17443701;13764863;5936954;2735252;1823763;3678838;89300;320090;1000000
09182120;Holzkirchen, M;43155009;31899989;24123132;1801738;808831;11255020;569151;1683788;2500000
09182123;Irschenberg;5539263;4299910;2263056;420215;503470;1239353;73417;391828;0
09182124;Kreuth;5487798;4179432;1524525;739977;833090;1308366;38048;77441;0
09182125;Miesbach, St;26514644;23303191;17115873;1014278;2166511;3211453;97201;281231;2610423
09182127;Otterfing;14204986;7167294;4936002;500715;787660;7037692;235737;2122676;0
09182129;Rottach-Egern;20808077;14137767;8662465;1187111;2116664;6670310;54987;295636;1890800
09182131;Schliersee, M;16699966;15084812;6783251;2424146;3560142;1615154;123522;196407;0
09182132;Tegernsee, St;13629282;11679576;6275374;673531;2235660;1949706;9414;380985;274463
09182133;Valley;9263953;4458763;2851961;244926;466083;4805190;700192;267225;200000
09182134;Waakirchen;10704125;8959668;5377548;1178727;1239498;1744457;251190;212143;0
09182136;Warngau;6530484;4945559;3089629;709725;251150;1584925;141780;991170;0
09182137;Weyarn;7374254;5212179;3180744;690103;23052;2162075;9687;665124;1000000
09183112;Ampfing;15823417;11943166;7802515;497746;1977173;3880251;589770;294863;0
09183113;Aschau a.Inn;7901483;6234292;4507624;172961;597902;1667191;768928;249711;0
09183114;Buchbach, M;6967788;5092724;3278156;180945;493405;1875064;225100;610624;1000000
09183115;Egglkofen;2129334;1860992;856846;473210;270974;268342;18156;120750;84411
09183116;Erharting;3867574;1432150;594770;473030;231965;2435425;36117;136500;0
09183118;Gars a.Inn, M;6885426;5891169;2957374;1669613;442868;994258;371955;513514;0
09183119;Haag i.OB, M;11890982;11550149;5999089;1208260;2751106;340833;132983;198787;0
09183120;Heldenstein;51632005;4481852;1927746;992960;578825;47150153;84563;235085;148000
09183122;Jettenbach;1249310;1077914;496618;291995;105204;171396;0;171353;0
09183123;Kirchdorf;7427139;2123557;1442692;313438;132278;5303582;52998;97000;1500000
09183124;Kraiburg a.Inn, M;7120270;5789795;3504805;807564;636754;1330474;303304;537972;0
09183125;Lohkirchen;2106926;1041570;386808;335774;95476;1065355;100843;657260;0
09183126;Maitenbeth;3595770;2775655;1759480;488161;137489;820115;124360;450150;0
09183127;Mettenheim;6492460;4568889;2533454;746416;564969;1923571;165519;313150;0
09183128;Mühldorf a.Inn, St;40136398;31545275;20692653;2502509;3995072;8591123;2417988;2975751;0
09183129;Neumarkt-Sankt Veit, St;12076962;9685612;3896764;2839882;1258204;2391350;591557;951528;450000
09183130;Niederbergkirchen;1893749;1627524;806236;490582;153004;266225;15663;120750;0
09183131;Niedertaufkirchen;2543334;1818549;707400;675945;225770;724785;49773;363196;0
09183132;Oberbergkirchen;3195587;2468419;1288950;577539;170870;727168;129079;586764;0
09183134;Oberneukirchen;3104892;1077815;770949;172477;32912;2027077;161616;252862;0
09183135;Obertaufkirchen;4229860;3048609;1753239;734206;86330;1181251;546480;129512;0
09183136;Polling;7327069;5991950;3375688;1041291;687506;1335119;92875;395161;0
09183138;Rattenkirchen;2096883;1660734;721882;400333;137944;436149;2276;295524;0
09183139;Rechtmehring;3024431;2853360;1632951;583907;275469;171071;35446;122838;0
09183140;Reichertsheim;2479289;2320194;1242480;604094;118104;159095;39698;107750;0
09183143;Schönberg;2154436;1733886;637563;443571;138620;420550;82089;240392;0
09183144;Schwindegg;5174971;4242813;3006317;305707;245420;932158;323571;128237;0
09183145;Taufkirchen;2810986;2173308;1209645;523120;92437;637679;430059;207540;0
09183147;Unterreit;3441652;2626303;1320350;761262;236565;815348;177254;145190;390000
09183148;Waldkraiburg, St;39454781;35596109;27579312;1438683;921407;3858672;7766;1995697;1575000
09183151;Zangberg;2251952;1772332;799652;458918;171870;479619;-893;120750;160000
09183444;Gem.fr. Geb. Mühldorf a.Inn;0;0;0;0;0;0;0;0;0
09184112;Aschheim;38751135;32885613;25132299;1531066;1645461;5865522;668248;414700;0
09184113;Baierbrunn;9521144;8048408;5699791;369373;962384;1472736;43805;567820;0
09184114;Brunnthal;10406159;9893747;7179909;621738;688357;512412;155406;357006;0
09184118;Feldkirchen;20554078;19281351;15120507;974705;615192;1272727;181381;125151;0
09184119;Garching b.München, St;63308343;50272573;37806752;1990211;3452016;13035770;838935;-43584;10200967
09184120;Gräfelfing;51456554;51077352;38249974;1860900;2265202;379202;0;146116;0
09184121;Grasbrunn;20960752;16673440;12243525;760766;1219948;4287312;0;65750;0
09184122;Grünwald;172033824;133441889;110293080;1897030;5068959;38591935;135572;3068850;0
09184123;Haar;45143707;42376743;26054604;1793607;2938371;2766964;2400;328633;2149900
09184127;Höhenkirchen-Siegertsbrunn;20252351;16278953;11491729;903987;878596;3973398;8394;1296600;0
09184129;Hohenbrunn;23208255;17892987;11704358;870081;1526441;5315268;612291;145278;1500000
09184130;Ismaning;96008509;66993724;53073001;1796951;2397884;29014785;22000;104500;18000000
09184131;Kirchheim b.München;29816233;29606977;22940288;1278304;1436990;209256;134287;76710;0
09184132;Neuried;16115858;15497118;10350190;908022;2325601;618740;185011;70308;0
09184134;Oberhaching;46135028;38917096;28719953;1427107;3626201;7217932;231314;230668;6700000
09184135;Oberschleißheim;23994954;21913907;13424531;1051064;2478494;2081047;297374;1417632;0
09184136;Ottobrunn;46919825;37393420;26077177;2324975;2342421;9526405;8400;448592;0
09184137;Aying;8872879;6678285;4888184;386793;216104;2194594;138027;683145;0
09184138;Planegg;36818459;31475130;22702871;1130301;1777064;5343329;34932;96377;0
09184139;Pullach i.Isartal;100717680;42470454;34200786;1077734;1865074;58247226;0;123978;0
09184140;Putzbrunn;18150554;13869989;10828077;784560;316281;4280565;98669;240000;2000000
09184141;Sauerlach;19478689;14002124;9124364;551906;1388821;5476565;216896;470666;3000000
09184142;Schäftlarn;12208949;8441003;5280672;914424;585760;3767946;0;748746;3000000
09184144;Straßlach-Dingharting;14323871;6317156;4501398;336924;247405;8006715;0;121852;1800000
09184145;Taufkirchen;36398806;31298333;21977847;1869273;1735035;5100473;320902;709941;0
09184146;Neubiberg;28994192;22729640;15550540;3583689;429989;6264552;0;1603498;0
09184147;Unterföhring;322384216;147149750;121024161;2792556;2693236;175234466;197322;793394;0
09184148;Unterhaching;64624662;45666326;31945200;2673738;3593098;18958336;8900;1083327;0
09184149;Unterschleißheim, St;103347049;91604575;75513104;3408007;2865700;11742474;354411;19974;0
09184444;Gem.fr. Geb. München;0;0;0;0;0;0;0;0;0
09185113;Aresing;5403579;3626177;2380297;536490;225104;1777402;22651;340844;0
09185116;Berg im Gau;3594399;1546754;950639;267552;153997;2047645;245444;393386;39881
09185118;Bergheim;3501044;2827668;1350841;792889;301728;673376;478450;162672;0
09185123;Brunnen;4895770;2257671;1221464;565067;162262;2638099;413659;301265;52118
09185125;Burgheim, M;7448291;5158233;3553723;325008;591256;2290058;134157;335100;0
09185127;Ehekirchen;6490426;4307250;2738073;801169;221823;2183176;71294;609159;1315000
09185131;Gachenbach;4927857;3254082;1725888;882543;223621;1673775;104320;198255;73204
09185139;Karlshuld;9611412;7358323;3733370;1435458;615529;2253089;243577;1133966;0
09185140;Karlskron;8172257;6736951;4365404;805444;600946;1435306;49345;761054;0
09185143;Langenmosen;4777140;2359843;1567742;362400;130723;2417297;376347;512899;49294
09185149;Neuburg a.d.Donau, GKSt;65136967;49448286;28094336;7648151;7214304;15688681;1019784;3830885;7032260
09185150;Oberhausen;4533947;3645066;1980220;677229;385419;888881;498293;226804;0
09185153;Rennertshofen, M;13651761;7193086;3837673;1124566;751620;6458675;347506;630227;0
09185157;Rohrenfels;2695580;2010068;956659;719371;132674;685512;424287;261225;0
09185158;Schrobenhausen, St;32722456;26857956;20648317;1358237;1101118;5864500;189622;1381300;800000
09185163;Königsmoos;11643726;5699792;2885681;1372116;731899;5943934;651179;1164750;500000
09185166;Waidhofen;4871570;2949136;1703826;694426;207070;1922433;594833;647553;69502
09185168;Weichering;3454958;3081057;2121868;292021;274874;373901;60741;167200;0
09186113;Baar-Ebenhausen;7464037;7060909;4550732;855425;507958;403128;101377;299978;0
09186116;Ernsgaden;2991154;2732617;1674051;320845;199901;258537;97979;106291;0
09186122;Geisenfeld, St;22227177;17642211;10889735;2165278;1314367;4584966;651788;381592;0
09186125;Gerolsbach;6878119;4560303;2875190;854698;83613;2317816;0;1688183;113352
09186126;Hettenshausen;5286385;3422956;1713039;721658;386327;1863428;25712;773767;0
09186128;Hohenwart, M;8352574;6328879;4374663;676369;480857;2023695;107204;451227;0
09186130;Ilmmünster;5372417;3793095;2076714;632475;379230;1579323;38504;108133;0
09186132;Jetzendorf;5439820;4812941;3019724;344645;693173;626879;53124;233517;0
09186137;Manching, M;21498315;17052139;9475751;2084372;2479728;4446176;361617;904155;0
09186139;Münchsmünster;7578013;4152470;3024258;220393;254686;3425543;40658;2160269;650000
09186143;Pfaffenhofen a.d.Ilm, St;48077601;42932832;31801728;3314381;2139051;5144769;1134820;1003696;0
09186144;Pörnbach;4329301;3218527;1554039;672359;540071;1110774;375515;249790;0
09186146;Reichertshausen;8502944;6859116;4229665;857948;725000;1643828;9019;210000;0
09186147;Reichertshofen, M;12800045;12219056;7113565;2153623;993331;580989;110837;160267;169213
09186149;Rohrbach;10840321;8943154;5782134;753868;1152523;1897167;534469;213750;0
09186151;Scheyern;10660047;7818227;3854358;938645;1153843;2841820;125834;736822;0
09186152;Schweitenkirchen;12950487;7907199;5446057;411604;726573;5043288;143556;795272;0
09186158;Vohburg a.d.Donau, St;17943927;13489995;7540116;1844338;1226570;4453932;392413;277112;390000
09186162;Wolnzach, M;19166403;16448965;10815556;1121984;2020820;2717438;-1785566;215908;1650000
09187113;Amerang;8255730;5425592;4087672;304550;252031;2830138;663288;323704;0
09187114;Aschau i.Chiemgau;13763223;9520430;4940908;1763298;1812539;4242793;158365;709596;1834277
09187116;Babensham;6253526;3951627;1778020;978908;530482;2301899;406638;668905;0
09187117;Bad Aibling, St;35491009;30370779;16707812;4660580;4061000;5120230;396682;505420;0
09187118;Bernau a.Chiemsee;12585657;10364407;4975404;1744626;1997415;2221250;371739;948609;900000
09187120;Brannenburg;12537224;9624167;6152532;1130848;1040607;2913057;254897;377581;0
09187121;Breitbrunn a.Chiemsee;4211610;3903786;1638579;933713;462998;307824;34658;130189;75302
09187122;Bruckmühl, M;40840523;25429056;16433120;2378803;2754331;15411467;1098346;1169194;0
09187123;Chiemsee;1152173;783342;208392;202427;94653;368831;0;94250;11305
09187124;Edling;9931853;6269851;3587150;808690;756954;3662002;396212;557390;0
09187125;Eggstätt;5993352;4647566;2951091;778093;310945;1345786;328369;145704;556422
09187126;Eiselfing;4549483;3594551;2367560;551841;273199;954932;16588;137016;0
09187128;Bad Endorf, M;16500777;12578085;6469865;2078253;1466608;3922692;29380;594990;0
09187129;Bad Feilnbach;13580339;11753816;6295281;2222669;1814885;1826523;303759;280988;0
09187130;Feldkirchen-Westerham;25020430;18284117;12320143;921939;2372078;6736313;414901;375804;0
09187131;Flintsbach a.Inn;5936014;4416199;2613459;513172;608947;1519815;210469;599333;442309
09187132;Frasdorf;4577437;3580618;2333233;271427;241319;996819;372760;455699;0
09187134;Griesstätt;4310283;3543651;1791581;876545;310735;766632;225198;467151;0
09187137;Großkarolinenfeld;12000784;10323452;5344740;1649946;946805;1677332;1207430;224858;0
09187138;Gstadt a.Chiemsee;4489264;4265752;2939555;270484;310654;223513;9038;92245;56574
09187139;Halfing;5419477;3892709;2035586;619022;465032;1526768;387750;504785;0
09187142;Schechen;8441274;7383744;4167420;1112523;860282;1057530;605690;295750;0
09187145;Höslwang;2353682;1638625;741573;530133;145628;715057;164884;121978;0
09187148;Kiefersfelden;13527305;11399374;5564316;2366206;1489493;2127931;351481;533833;709000
09187150;Kolbermoor, St;34378610;30857403;18314690;4635916;2380748;3521207;285419;1558880;1310000
09187154;Neubeuern, M;8269027;6954439;4045323;762284;1151965;1314588;220564;472454;0
09187156;Nußdorf a.Inn;4768000;4095377;2294328;634442;633781;672623;66176;585546;0
09187157;Oberaudorf;10810064;9012164;4460517;1554907;1199848;1797900;95366;926670;0
09187159;Pfaffing;9467942;6464881;3042416;1519999;762512;3003061;165727;815306;0
09187162;Prien a.Chiemsee, M;21963210;20777519;10518893;2390070;4953847;1185691;162935;751934;0
09187163;Prutting;6162894;4016558;2359148;337234;513024;2146336;409468;273551;600000
09187164;Ramerberg;2332474;1999689;840439;623581;332304;332784;177540;125750;0
09187165;Raubling;19726122;18052298;12168750;2027806;1288716;1673824;161325;998002;0
09187167;Riedering;8639741;7690272;4868930;1299791;561751;949469;18833;284926;0
09187168;Rimsting;8511877;6780435;3720303;564496;958481;1731442;67035;268045;0
09187169;Rohrdorf;14322435;11713013;8583716;391248;1328480;2609422;173558;267850;0
09187170;Rott a.Inn;7723920;6352918;3448361;1385565;854552;1371003;149238;129170;0
09187172;Samerberg;4698341;4224726;1909111;1001387;828033;473615;141001;223089;0
09187173;Schonstett;2313541;1789451;925852;437558;142740;524090;51166;178900;0
09187174;Söchtenau;5468091;3569433;1788440;672310;522346;1898658;410934;275291;68000
09187176;Soyen;7276935;4235882;2286540;689780;559219;3041053;485666;837304;800000
09187177;Stephanskirchen;19327525;16733776;10644091;745006;1993013;2593749;225033;404211;0
09187179;Tuntenhausen;11932295;10178369;6456542;1204873;772818;1753926;470527;261161;0
09187181;Vogtareuth;6051044;4107584;2033179;817439;539913;1943460;178104;282449;0
09187182;Wasserburg a.Inn, St;34095999;29891926;19771263;1030675;4309455;4204073;217985;2236229;0
09187186;Albaching;5103984;2774308;1264820;643796;335414;2329676;860837;489231;0
09187444;Gem.fr. Geb. Rosenheim;0;0;0;0;0;0;0;0;0
09188113;Berg;15926587;14891877;9815137;1165141;1671197;1034710;448088;451619;0
09188117;Andechs;7146773;5051917;3837292;289237;50230;2094856;0;925472;0
09188118;Feldafing;9223880;8168285;5482059;601890;970588;1055595;7503;110000;0
09188120;Gauting;34846437;33205909;23004896;2471443;688301;1640528;0;623677;0
09188121;Gilching;34057806;31658861;24285916;1823351;883744;2398945;283950;629451;82750
09188124;Herrsching a.Ammersee;22142872;18800382;13786737;1342512;440837;3342490;99578;92600;2000000
09188126;Inning a.Ammersee;11417186;7422644;5531349;509015;251583;3994542;54902;456400;0
09188127;Krailling;15333553;14578358;11183101;822846;297411;755195;0;381384;0
09188132;Seefeld;23313580;16654080;13597566;840038;502204;6659500;29147;337750;0
09188137;Pöcking;16447187;16297331;11228319;616411;1043447;149856;116400;690;0
09188139;Starnberg, St;75398459;53586838;35139177;3080451;7424034;21811621;15243;1462595;1128000
09188141;Tutzing;19115982;17002634;10355122;1495924;2147288;2113348;171065;1042300;0
09188144;Weßling;17569870;11635015;8393124;558788;1073685;5934855;20397;747150;2500000
09188145;Wörthsee;8861744;7537866;5838949;522052;97525;1323878;0;1145380;173165
09188444;Gem.fr. Geb. Starnberg;0;0;0;0;0;0;0;0;0
